Price,Close,High,Low,Open,Volume
Ticker,WFC,WFC,WFC,WFC,WFC
Date,,,,,
2018-02-01,53.623992919921875,54.098754085380904,53.255636310270994,53.50939475117675,15717600
2018-02-02,52.44526290893555,53.64036258423895,52.24880979323508,53.47665269534389,18905300
2018-02-05,47.607566833496094,49.02367874967586,47.06731602661499,48.049591072553255,103394400
2018-02-06,46.887229919433594,47.88587654925462,45.73305763520037,46.584362856603,83076900
2018-02-07,47.100059509277344,47.57482385844379,46.45339476228947,46.60892042239177,45551000
2018-02-08,45.34832763671875,47.01819143380158,45.30739704625857,46.928152253459864,43569700
2018-02-09,45.945892333984375,46.28150267582788,44.7917198781258,45.954076581195196,48904600
2018-02-12,46.24874496459961,46.75625244210514,45.741237487094075,46.134146804120846,24401300
2018-02-13,47.47659683227539,47.5502675384695,45.79854532737201,45.88858764856107,24234200
2018-02-14,48.74535369873047,48.78628116348963,47.3128705742019,47.35379803896107,23681800
2018-02-15,49.130088806152344,49.19557213867451,48.41794078118132,48.966375790997866,22397300
2018-02-16,49.072784423828125,49.46569374426071,48.84358497831817,48.84358497831817,18661900
2018-02-20,49.072784423828125,50.15328583565916,48.93362728306504,48.99911373108666,18517600
2018-02-21,48.89270782470703,49.514816692573234,48.89270782470703,48.99912175889371,19987800
2018-02-22,48.13963317871094,49.252874895055356,48.03321924254752,49.015494284090266,17948600
2018-02-23,48.43429946899414,48.49160166688104,47.76307905302927,48.35244453926786,21099200
2018-02-26,49.08915328979492,49.11370914514652,48.25421985961957,48.90906869037508,16478300
2018-02-27,48.467041015625,49.50661482457708,48.467041015625,49.13826140840267,17024400
2018-02-28,47.81220626831055,48.96637856276128,47.738535563449176,48.67988311194827,17869100
2018-03-01,46.911781311035156,48.2460348943123,46.70714084607742,47.681228335152596,28491000
2018-03-02,46.99363327026367,47.16553050052022,46.183255706451305,46.592536610432894,22428500
2018-03-05,47.14098358154297,47.45203800185076,46.32242161841325,46.50250624952294,20560900
2018-03-06,46.71533203125,47.37018099189262,46.36335012942344,47.23921119976409,23975900
2018-03-07,46.33060836791992,46.445209671906895,45.84765665867101,46.16689846449962,24788700
2018-03-08,46.4288330078125,46.674400958803155,46.02773629389391,46.45338886614179,16828400
2018-03-09,47.66485595703125,47.6975991803139,46.65802526033196,46.788995030896935,19051500
2018-03-12,47.49296188354492,47.93498605962001,47.44384704534796,47.69760235885015,12414800
2018-03-13,47.11642074584961,47.8203813069578,47.001819465023715,47.79582545092077,13810600
2018-03-14,46.355159759521484,47.3947337133254,46.207818372521515,47.36199048897747,12212900
2018-03-15,46.51887893676758,46.75625953840177,46.03592724247584,46.46976409372284,13277700
2018-03-16,45.757606506347656,46.79717725896941,45.73304752866108,46.64983900567748,37095000
2018-03-19,45.41380310058594,45.8312713195252,44.99633800421177,45.74122903220241,17982200
2018-03-20,44.939048767089844,45.749423285172185,44.742592540622915,45.65119673322161,26874600
2018-03-21,44.84901428222656,45.49567903403197,44.644373775141275,45.037283174037064,18997300
2018-03-22,42.999061584472656,44.43154510858201,42.712566128677295,44.37424601742294,32656300
2018-03-23,41.73028564453125,43.17914059464232,41.69754241883515,43.15458473665318,30975800
2018-03-26,42.80259704589844,43.01542173884831,42.17230408851145,42.524285910462176,26718000
2018-03-27,41.828521728515625,43.22007791196871,41.49291139508576,42.892654948111065,23669300
2018-03-28,42.13956832885742,42.507921826653536,41.70573149954533,41.87762875766152,23342500
2018-03-29,42.90082550048828,43.17913664833753,42.33601896039667,42.61433010824592,17706800
2018-04-02,42.03314971923828,42.892642159192995,41.27188694946251,42.86808318036543,23359800
2018-04-03,42.630699157714844,42.72073833089043,41.79576576434223,42.3360164162227,16646400
2018-04-04,43.31011199951172,43.416525925732934,41.75484306882992,41.85307274960304,15952700
2018-04-05,43.596614837646484,44.16960891593566,43.424717550929685,43.66210130262423,16488800
2018-04-06,42.75349044799805,43.31829707167567,42.53247834588957,43.09728809213324,22943800
2018-04-09,42.76986312866211,43.65391155914849,42.69619242612158,42.974503622100684,17032000
2018-04-10,43.072723388671875,43.43289259873904,42.66344246637056,43.375593519422104,14594700
2018-04-11,42.50791931152344,42.94994348272486,42.336022063578156,42.827157949869196,14673200
2018-04-12,43.138214111328125,43.60479415919808,42.589775997344006,42.69618992200945,19967800
2018-04-13,41.6566162109375,42.81078840990738,41.59113288012584,42.57340470026245,32054900
2018-04-16,41.582950592041016,42.02497483864079,41.18185694508542,41.411053314774335,31879100
2018-04-17,41.394676208496094,41.87762786811096,41.32919287837109,41.70573061364616,25507100
2018-04-18,41.24732971191406,41.7220970675164,41.140915800733275,41.56656832289089,21055700
2018-04-19,42.18867874145508,42.24597782147992,41.32918941851689,41.34555790775341,23678400
2018-04-20,43.02360916137695,43.23643385460352,42.41787205785212,42.50791435510525,31149300
2018-04-23,43.06454086303711,43.25280972010242,42.71255900600369,43.01542602627695,17723900
2018-04-24,42.9826774597168,43.99769543531611,42.71255369752234,43.34284663939657,23052100
2018-04-25,43.47382736206055,43.78488178952783,42.50792397353013,42.92538921040595,20978500
2018-04-26,42.925384521484375,43.47382261323076,42.77804313101913,43.375596060442525,17025800
2018-04-27,42.859901428222656,43.33466570476717,42.73711589464148,42.79441497762847,12304300
2018-04-30,42.53247833251953,43.42471098627725,42.53247833251953,43.023617377905985,17050500
2018-05-01,43.02360916137695,43.05634926009727,42.237787463345875,42.36875722592348,13903800
2018-05-02,42.72074508666992,43.27736743694156,42.61433428629879,42.876273848477695,16397200
2018-05-03,42.50631332397461,42.712494506400475,41.9042646488201,42.5722896663918,19216100
2018-05-04,43.22381591796875,43.62793235397729,42.118684834317946,42.20115603542598,16660500
2018-05-07,43.43000793457031,43.70216862926564,43.19908599682308,43.685673755701494,16259100
2018-05-08,43.86711120605469,44.295968481799456,43.40526732915683,43.479492687383335,20786200
2018-05-09,44.33720779418945,44.518648273018165,43.99907072205686,44.08154509701341,16286700
2018-05-10,45.07121658325195,45.1371929386189,44.22999681631173,44.6423592621015,20699000
2018-05-11,44.90626907348633,45.30213662714642,44.757818347604335,45.10420127727854,14424000
2018-05-14,44.93101501464844,45.21142162421652,44.807308159474175,45.17843187107297,12809100
2018-05-15,45.153682708740234,45.59078584511266,44.84853541425809,44.88977102495966,14991100
2018-05-16,45.392860412597656,45.62378238376236,44.99699282799706,45.112453813579414,16450200
2018-05-17,44.716583251953125,45.08770692488128,44.55988351388722,44.86503397955467,21622400
2018-05-18,44.2877311706543,44.88153100506254,44.27948215921643,44.65885803345699,21492700
2018-05-21,44.98049545288086,45.054720817499174,44.592873754754585,44.601122765309796,11491400
2018-05-22,45.574283599853516,45.89592886187982,44.898009626295504,45.05470932612048,17398200
2018-05-23,46.33304214477539,46.33304214477539,45.05471926145423,45.3846073125279,23566100
2018-05-24,45.087711334228516,46.102125787402144,44.8980249739819,46.07738189966493,24673400
2018-05-25,45.277400970458984,45.35162634173158,44.97225047407387,45.029980968832994,17741900
2018-05-29,43.669193267822266,44.7495811005387,43.41352736246857,44.56814372371408,31604000
2018-05-30,44.72483825683594,44.898029759074625,44.023823235730966,44.254745238715884,16416200
2018-05-31,44.52689743041992,44.84853962862211,44.370197690523455,44.70833476377137,17515900
2018-06-01,45.10420608520508,45.37636682702519,44.766068983779974,44.996994107587454,14100200
2018-06-04,45.219661712646484,45.500065120808415,45.02997224253927,45.18667196601259,10593700
