Banco de México,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13
2004-01-01 00:00:00,N/E,5.36,5.55,N/E,N/E,5.1,5.29,5.61,5.91,6.13,5.07,4.93,5.1
2004-02-01 00:00:00,N/E,5.79,6.07,N/E,N/E,5.58,5.76,5.95,6.16,6.36,5.67,5.48,6.09
2004-03-01 00:00:00,N/E,6.49,6.55,N/E,N/E,6.23,6.26,6.36,6.46,6.57,6.41,6.24,6.57
2004-04-01 00:00:00,N/E,6.17,6.37,N/E,N/E,6.17,6.23,6.36,6.49,6.62,5.96,5.81,6.22
2004-05-01 00:00:00,N/E,6.95,7.31,N/E,N/E,6.94,7.15,7.39,7.61,7.79,6.41,6.23,6.93
2004-06-01 00:00:00,N/E,7.02,7.59,N/E,N/E,7.11,7.46,7.91,8.14,8.33,6.36,6.15,7.01
2004-07-01 00:00:00,N/E,7.11,7.63,N/E,N/E,7.21,7.34,7.89,8.16,8.27,6.64,6.46,7.16
2004-08-01 00:00:00,N/E,7.5,7.84,N/E,N/E,7.59,7.73,8.2,8.42,8.66,6.96,6.77,7.55
2004-09-01 00:00:00,N/E,7.78,8.06,N/E,N/E,7.76,7.95,8.27,8.57,8.75,7.29,7.09,7.75
2004-10-01 00:00:00,N/E,8.05,8.46,N/E,N/E,8.11,8.23,8.47,8.69,8.76,7.67,7.47,8.05
2004-11-01 00:00:00,N/E,8.6,8.85,N/E,N/E,8.62,8.74,8.86,8.95,9.02,8.01,7.82,8.39
2004-12-01 00:00:00,N/E,8.93,9.03,N/E,N/E,8.96,8.95,8.98,8.99,9.02,8.55,8.38,N/E
2005-01-01 00:00:00,N/E,8.97,9.03,N/E,N/E,9.06,8.95,8.89,8.91,8.9,8.73,8.55,N/E
2005-02-01 00:00:00,N/E,9.47,9.59,N/E,N/E,9.4,9.4,9.38,9.41,9.4,9.12,8.88,N/E
2005-03-01 00:00:00,N/E,9.78,9.98,N/E,N/E,9.85,9.84,9.84,9.84,9.85,9.28,9.05,N/E
2005-04-01 00:00:00,N/E,10.01,10.22,N/E,N/E,10.12,10.11,10.17,10.19,10.26,9.52,9.3,N/E
2005-05-01 00:00:00,N/E,10.12,10.21,N/E,N/E,10.13,10.11,10.16,10.19,10.19,9.75,9.4,N/E
2005-06-01 00:00:00,N/E,10.01,10.01,N/E,N/E,9.93,9.94,9.9,9.86,9.82,9.75,9.34,N/E
2005-07-01 00:00:00,N/E,10.01,10.03,N/E,N/E,9.89,9.87,9.78,9.77,9.69,9.75,9.33,N/E
2005-08-01 00:00:00,N/E,9.98,10.03,N/E,N/E,9.89,9.84,9.78,9.7,9.65,9.71,9.29,N/E
2005-09-01 00:00:00,N/E,9.65,9.45,N/E,N/E,9.56,9.4,9.29,9.2,9.11,9.43,9.09,N/E
2005-10-01 00:00:00,N/E,9.41,9.25,N/E,N/E,9.33,9.14,9.04,9.01,8.97,9.23,8.97,N/E
2005-11-01 00:00:00,N/E,9.17,9.14,N/E,N/E,9.09,8.88,8.81,8.78,8.76,8.96,8.67,N/E
2005-12-01 00:00:00,N/E,8.72,8.64,N/E,N/E,8.68,8.54,8.45,8.42,8.41,8.4,8.15,N/E
2006-01-01 00:00:00,8.21,8.41,8.16,N/E,N/E,8.3,8.26,8.19,8.14,8.11,8.2,8.06,N/E
2006-02-01 00:00:00,7.74,7.97,7.93,N/E,N/E,7.89,7.87,7.84,7.78,7.73,7.73,7.56,N/E
2006-03-01 00:00:00,7.46,7.68,7.78,N/E,N/E,7.58,7.55,7.5,7.48,7.42,7.45,7.15,N/E
2006-04-01 00:00:00,7.18,7.51,7.72,N/E,N/E,7.32,7.33,7.34,7.34,7.35,7.18,6.91,N/E
2006-05-01 00:00:00,7.02,7.32,7.59,N/E,N/E,7.16,7.17,7.21,7.25,7.31,7.02,6.73,N/E
2006-06-01 00:00:00,7.03,7.33,7.68,N/E,N/E,7.14,7.17,7.21,7.26,7.31,7.02,6.78,N/E
2006-07-01 00:00:00,7.02,7.31,7.57,N/E,N/E,7.14,7.15,7.18,7.23,7.29,7.01,6.85,N/E
2006-08-01 00:00:00,7.03,7.3,7.48,N/E,N/E,7.13,7.15,7.18,7.23,7.27,7.01,6.88,N/E
2006-09-01 00:00:00,7.06,7.31,7.5,N/E,N/E,7.11,7.17,7.21,7.25,7.28,7.03,6.96,N/E
2006-10-01 00:00:00,7.02,7.31,7.65,N/E,N/E,7.1,7.27,7.36,7.39,7.44,7.01,6.95,N/E
2006-11-01 00:00:00,7.04,7.3,7.62,N/E,N/E,7.08,7.2,7.28,7.32,7.37,7.02,6.98,N/E
2006-12-01 00:00:00,7.07,7.34,7.6,N/E,N/E,7.07,7.21,7.24,7.26,7.3,7.05,7.04,N/E
2007-01-01 00:00:00,7.03,7.41,7.67,N/E,N/E,7.09,7.23,7.29,7.32,7.35,7.02,6.98,N/E
2007-02-01 00:00:00,7.03,7.46,7.67,N/E,N/E,7.14,7.24,7.34,7.41,7.47,7.02,6.96,N/E
2007-03-01 00:00:00,7.03,7.46,7.68,N/E,N/E,7.14,7.27,7.38,7.43,7.5,7.02,6.92,N/E
2007-04-01 00:00:00,7.06,7.47,7.61,N/E,N/E,7.11,7.22,7.33,7.38,7.41,7.04,6.92,N/E
2007-05-01 00:00:00,7.29,7.7,7.83,N/E,N/E,N/E,N/E,N/E,N/E,N/E,7.28,7.16,N/E
2007-06-01 00:00:00,7.27,7.7,7.82,N/E,N/E,N/E,N/E,N/E,N/E,N/E,7.27,7.14,N/E
2007-07-01 00:00:00,7.28,7.7,7.78,N/E,N/E,N/E,N/E,N/E,N/E,N/E,7.27,7.15,N/E
2007-08-01 00:00:00,7.27,7.71,7.79,N/E,N/E,N/E,N/E,N/E,N/E,N/E,7.26,7.15,N/E
2007-09-01 00:00:00,7.24,7.7,7.77,N/E,N/E,N/E,N/E,N/E,N/E,N/E,7.24,7.08,N/E
2007-10-01 00:00:00,7.27,7.73,7.78,N/E,N/E,N/E,N/E,N/E,N/E,N/E,7.29,7.14,N/E
2007-11-01 00:00:00,7.5,7.93,8.01,N/E,N/E,N/E,N/E,N/E,N/E,N/E,7.5,7.4,N/E
2007-12-01 00:00:00,7.53,7.93,8,N/E,N/E,N/E,N/E,N/E,N/E,N/E,7.52,7.45,N/E
2008-01-01 00:00:00,7.52,7.93,7.99,N/E,N/E,N/E,N/E,N/E,N/E,N/E,7.51,7.43,N/E
2008-02-01 00:00:00,7.5,7.93,7.93,N/E,N/E,N/E,N/E,N/E,N/E,N/E,7.5,7.41,N/E
2008-03-01 00:00:00,7.5,7.93,7.94,N/E,N/E,N/E,N/E,N/E,N/E,N/E,7.5,7.4,N/E
2008-04-01 00:00:00,7.5,7.94,7.96,N/E,N/E,N/E,N/E,N/E,N/E,N/E,7.51,7.34,N/E
2008-05-01 00:00:00,7.5,7.93,7.96,N/E,N/E,N/E,N/E,N/E,N/E,N/E,7.51,7.32,N/E
2008-06-01 00:00:00,7.6,8,8.1,N/E,N/E,N/E,N/E,N/E,N/E,N/E,7.6,7.45,N/E
2008-07-01 00:00:00,7.86,8.28,8.49,N/E,N/E,N/E,N/E,N/E,N/E,N/E,7.87,7.79,N/E
2008-08-01 00:00:00,8.12,8.56,8.71,N/E,N/E,N/E,N/E,N/E,N/E,N/E,8.13,8.04,N/E
2008-09-01 00:00:00,8.25,8.66,8.74,N/E,N/E,N/E,N/E,N/E,N/E,N/E,8.26,8.19,N/E
2008-10-01 00:00:00,7.75,8.68,8.76,N/E,N/E,N/E,N/E,N/E,N/E,N/E,7.99,7.71,N/E
2008-11-01 00:00:00,7.93,8.73,8.83,N/E,N/E,N/E,N/E,N/E,N/E,N/E,8.13,7.85,N/E
2008-12-01 00:00:00,8.25,8.74,8.82,N/E,N/E,N/E,N/E,N/E,N/E,N/E,8.27,8.15,N/E
2009-01-01 00:00:00,7.99,8.41,8.41,N/E,N/E,N/E,N/E,N/E,N/E,N/E,8.02,7.9,N/E
2009-02-01 00:00:00,7.68,7.94,7.86,N/E,N/E,N/E,N/E,N/E,N/E,N/E,7.68,7.6,N/E
2009-03-01 00:00:00,7.22,7.64,7.54,N/E,N/E,N/E,N/E,N/E,N/E,N/E,7.22,7.17,N/E
2009-04-01 00:00:00,6.39,6.68,6.5,N/E,N/E,N/E,N/E,N/E,N/E,N/E,6.39,6.34,N/E
2009-05-01 00:00:00,5.58,5.78,5.65,N/E,N/E,N/E,N/E,N/E,N/E,N/E,5.6,5.53,N/E
2009-06-01 00:00:00,5.06,5.26,5.18,N/E,N/E,N/E,N/E,N/E,N/E,N/E,5.08,5.03,N/E
2009-07-01 00:00:00,4.65,4.92,4.91,N/E,N/E,N/E,N/E,N/E,N/E,N/E,4.66,4.62,N/E
2009-08-01 00:00:00,4.49,4.89,4.95,N/E,N/E,N/E,N/E,N/E,N/E,N/E,4.52,4.45,N/E
2009-09-01 00:00:00,4.51,4.91,5,N/E,N/E,N/E,N/E,N/E,N/E,N/E,4.53,4.45,N/E
2009-10-01 00:00:00,4.52,4.91,5,N/E,N/E,N/E,N/E,N/E,N/E,N/E,4.53,4.45,N/E
2009-11-01 00:00:00,4.58,4.93,5.08,N/E,N/E,N/E,N/E,N/E,N/E,N/E,4.59,4.5,N/E
2009-12-01 00:00:00,4.59,4.93,5.07,N/E,N/E,N/E,N/E,N/E,N/E,N/E,4.63,4.53,N/E
2010-01-01 00:00:00,4.58,4.91,5.06,N/E,N/E,N/E,N/E,N/E,N/E,N/E,4.61,4.54,N/E
2010-02-01 00:00:00,4.64,4.92,5.03,N/E,N/E,N/E,N/E,N/E,N/E,N/E,4.64,4.6,N/E
2010-03-01 00:00:00,4.56,4.92,5.03,N/E,N/E,N/E,N/E,N/E,N/E,N/E,4.57,4.52,N/E
2010-04-01 00:00:00,4.6,4.94,5.03,N/E,N/E,N/E,N/E,N/E,N/E,N/E,4.6,4.55,N/E
2010-05-01 00:00:00,4.6,4.94,5.04,N/E,N/E,N/E,N/E,N/E,N/E,N/E,4.6,4.55,N/E
2010-06-01 00:00:00,4.59,4.94,5.01,N/E,N/E,N/E,N/E,N/E,N/E,N/E,4.59,4.55,N/E
2010-07-01 00:00:00,4.61,4.92,5.01,N/E,N/E,N/E,N/E,N/E,N/E,N/E,4.61,4.58,N/E
2010-08-01 00:00:00,4.6,4.9,4.99,N/E,N/E,N/E,N/E,N/E,N/E,N/E,4.61,4.57,N/E
2010-09-01 00:00:00,4.56,4.9,4.98,N/E,N/E,N/E,N/E,N/E,N/E,N/E,4.57,4.54,N/E
2010-10-01 00:00:00,4.52,4.87,4.95,N/E,N/E,N/E,N/E,N/E,N/E,N/E,4.54,4.51,N/E
2010-11-01 00:00:00,4.56,4.87,4.92,N/E,N/E,N/E,N/E,N/E,N/E,N/E,4.56,4.53,N/E
2010-12-01 00:00:00,4.61,4.89,4.95,N/E,N/E,N/E,N/E,N/E,N/E,N/E,4.62,4.58,N/E
2011-01-01 00:00:00,4.55,4.86,4.92,N/E,N/E,N/E,N/E,N/E,N/E,N/E,4.58,4.53,N/E
2011-02-01 00:00:00,4.52,4.84,4.88,N/E,N/E,N/E,N/E,N/E,N/E,N/E,4.55,4.51,N/E
2011-03-01 00:00:00,4.49,4.84,4.87,N/E,N/E,N/E,N/E,N/E,N/E,N/E,4.51,4.47,N/E
2011-04-01 00:00:00,4.5,4.85,4.88,4.98,N/E,N/E,N/E,N/E,N/E,N/E,4.52,4.49,N/E
2011-05-01 00:00:00,4.47,4.85,4.88,4.96,N/E,N/E,N/E,N/E,N/E,N/E,4.49,4.45,N/E
2011-06-01 00:00:00,4.49,4.85,4.89,4.95,N/E,N/E,N/E,N/E,N/E,N/E,4.51,4.48,N/E
2011-07-01 00:00:00,4.47,4.82,4.86,4.9,N/E,N/E,N/E,N/E,N/E,N/E,4.49,4.47,N/E
2011-08-01 00:00:00,4.44,4.81,4.85,4.87,N/E,N/E,N/E,N/E,N/E,N/E,4.46,4.44,N/E
2011-09-01 00:00:00,4.37,4.78,4.8,4.81,N/E,N/E,N/E,N/E,N/E,N/E,4.38,4.37,N/E
2011-10-01 00:00:00,4.37,4.79,4.81,4.8,N/E,N/E,N/E,N/E,N/E,N/E,4.38,4.37,N/E
2011-11-01 00:00:00,4.41,4.8,4.81,4.8,N/E,N/E,N/E,N/E,N/E,N/E,4.4,4.41,N/E
2011-12-01 00:00:00,4.5,4.8,4.81,4.81,N/E,N/E,N/E,N/E,N/E,N/E,4.48,4.5,N/E
2012-01-01 00:00:00,4.48,4.79,4.8,4.81,N/E,N/E,N/E,N/E,N/E,N/E,4.47,4.48,N/E
2012-02-01 00:00:00,4.5,4.78,4.8,4.81,N/E,N/E,N/E,N/E,N/E,N/E,4.49,4.5,N/E
2012-03-01 00:00:00,4.5,4.77,4.79,4.81,N/E,N/E,N/E,N/E,N/E,N/E,4.49,4.5,N/E
2012-04-01 00:00:00,4.48,4.74,4.76,4.77,N/E,N/E,N/E,N/E,N/E,N/E,4.48,4.48,N/E
2012-05-01 00:00:00,4.51,4.76,4.78,4.8,N/E,N/E,N/E,N/E,N/E,N/E,4.5,4.51,N/E
2012-06-01 00:00:00,4.49,4.76,4.78,4.79,N/E,N/E,N/E,N/E,N/E,N/E,4.49,4.49,N/E
2012-07-01 00:00:00,4.48,4.78,4.79,4.81,N/E,N/E,N/E,N/E,N/E,N/E,4.47,4.48,N/E
2012-08-01 00:00:00,4.49,4.79,4.8,4.81,N/E,N/E,N/E,N/E,N/E,N/E,4.48,4.49,N/E
2012-09-01 00:00:00,4.5,4.8,4.82,4.83,N/E,N/E,N/E,N/E,N/E,N/E,4.49,4.5,N/E
2012-10-01 00:00:00,4.5,4.82,4.84,4.86,N/E,N/E,N/E,N/E,N/E,N/E,4.5,4.5,N/E
2012-11-01 00:00:00,4.5,4.84,4.86,4.9,N/E,N/E,N/E,N/E,N/E,N/E,4.5,4.51,N/E
2012-12-01 00:00:00,4.51,4.84,4.86,4.89,N/E,N/E,N/E,N/E,N/E,N/E,4.51,4.51,N/E
2013-01-01 00:00:00,4.49,4.84,4.86,4.86,N/E,N/E,N/E,N/E,N/E,N/E,4.5,4.49,N/E
2013-02-01 00:00:00,4.49,4.82,4.82,4.81,N/E,N/E,N/E,N/E,N/E,N/E,4.5,4.5,N/E
2013-03-01 00:00:00,4.15,4.48,4.49,4.44,N/E,N/E,N/E,N/E,N/E,N/E,4.15,4.16,N/E
2013-04-01 00:00:00,4.02,4.33,4.34,4.35,N/E,N/E,N/E,N/E,N/E,N/E,4.02,4.02,N/E
2013-05-01 00:00:00,4.02,4.32,4.32,4.28,N/E,N/E,N/E,N/E,N/E,N/E,4.02,4.02,N/E
2013-06-01 00:00:00,4.02,4.3,4.31,4.31,N/E,N/E,N/E,N/E,N/E,N/E,4.01,4.02,N/E
2013-07-01 00:00:00,4.01,4.32,4.32,4.32,N/E,N/E,N/E,N/E,N/E,N/E,4.01,4.01,N/E
2013-08-01 00:00:00,4.01,4.31,4.31,4.31,N/E,N/E,N/E,N/E,N/E,N/E,4,4.01,N/E
2013-09-01 00:00:00,3.82,4.1,4.11,4.1,N/E,N/E,N/E,N/E,N/E,N/E,3.81,3.82,N/E
2013-10-01 00:00:00,3.72,3.98,3.97,3.9,N/E,N/E,N/E,N/E,N/E,N/E,3.7,3.72,N/E
2013-11-01 00:00:00,3.57,3.79,3.79,3.79,N/E,N/E,N/E,N/E,N/E,N/E,3.53,3.57,N/E
2013-12-01 00:00:00,3.62,3.79,3.79,3.81,N/E,N/E,N/E,N/E,N/E,N/E,3.56,3.62,N/E
2014-01-01 00:00:00,3.5,3.78,3.8,3.82,N/E,N/E,N/E,N/E,N/E,N/E,3.49,3.51,N/E
2014-02-01 00:00:00,3.52,3.79,3.8,3.82,N/E,N/E,N/E,N/E,N/E,N/E,3.49,3.52,N/E
2014-03-01 00:00:00,3.51,3.8,3.81,3.83,N/E,N/E,N/E,N/E,N/E,N/E,3.49,3.52,N/E
2014-04-01 00:00:00,3.53,3.81,3.81,3.83,N/E,N/E,N/E,N/E,N/E,N/E,3.5,3.53,N/E
2014-05-01 00:00:00,3.53,3.8,3.82,3.83,N/E,N/E,N/E,N/E,N/E,N/E,3.5,3.53,N/E
2014-06-01 00:00:00,3.15,3.43,3.44,3.46,N/E,N/E,N/E,N/E,N/E,N/E,3.11,3.14,N/E
2014-07-01 00:00:00,3.02,3.3,3.31,3.32,N/E,N/E,N/E,N/E,N/E,N/E,3,3.02,N/E
2014-08-01 00:00:00,3.05,3.3,3.31,3.32,N/E,N/E,N/E,N/E,N/E,N/E,3.01,3.05,N/E
2014-09-01 00:00:00,3.02,3.29,3.3,3.3,N/E,N/E,N/E,N/E,N/E,N/E,3,3.02,N/E
2014-10-01 00:00:00,3.04,3.29,3.3,3.31,N/E,N/E,N/E,N/E,N/E,N/E,3.01,3.04,N/E
2014-11-01 00:00:00,3.05,3.29,3.3,3.31,N/E,N/E,N/E,N/E,N/E,N/E,3.02,3.05,N/E
2014-12-01 00:00:00,3.08,3.3,3.31,3.36,N/E,N/E,N/E,N/E,N/E,N/E,3.05,3.08,N/E
2015-01-01 00:00:00,3.04,3.3,3.31,3.35,N/E,N/E,N/E,N/E,N/E,N/E,3.01,3.04,N/E
2015-02-01 00:00:00,3.06,3.3,3.31,3.38,N/E,N/E,N/E,N/E,N/E,N/E,3.03,3.06,N/E
2015-03-01 00:00:00,3.07,3.3,3.33,3.44,N/E,N/E,N/E,N/E,N/E,N/E,3.05,3.08,N/E
2015-04-01 00:00:00,3.04,3.3,3.31,3.41,N/E,N/E,N/E,N/E,N/E,N/E,3.02,3.04,N/E
2015-05-01 00:00:00,3.02,3.3,3.31,3.38,N/E,N/E,N/E,N/E,N/E,N/E,3,3.02,N/E
2015-06-01 00:00:00,3.1,3.3,3.31,3.39,N/E,N/E,N/E,N/E,N/E,N/E,3.07,3.1,N/E
2015-07-01 00:00:00,3.1,3.3,3.32,3.4,N/E,N/E,N/E,N/E,N/E,N/E,3.07,3.1,N/E
2015-08-01 00:00:00,3.08,3.32,3.35,3.52,N/E,N/E,N/E,N/E,N/E,N/E,3.03,3.08,N/E
2015-09-01 00:00:00,3.07,3.33,3.36,3.59,N/E,N/E,N/E,N/E,N/E,N/E,3.03,3.06,N/E
2015-10-01 00:00:00,3.04,3.31,3.32,3.48,N/E,N/E,N/E,N/E,N/E,N/E,3.02,3.04,N/E
2015-11-01 00:00:00,3.07,3.32,3.38,3.54,N/E,N/E,N/E,N/E,N/E,N/E,3.05,3.07,N/E
2015-12-01 00:00:00,3.24,3.42,3.5,3.64,N/E,N/E,N/E,N/E,N/E,N/E,3.21,3.24,N/E
2016-01-01 00:00:00,3.28,3.56,3.59,3.69,N/E,N/E,N/E,N/E,N/E,N/E,3.27,3.28,N/E
2016-02-01 00:00:00,3.49,3.75,3.78,3.9,N/E,N/E,N/E,N/E,N/E,N/E,3.48,3.48,N/E
2016-03-01 00:00:00,3.79,4.06,4.11,4.24,N/E,N/E,N/E,N/E,N/E,N/E,3.77,3.79,N/E
2016-04-01 00:00:00,3.77,4.06,4.12,4.22,N/E,N/E,N/E,N/E,N/E,N/E,3.74,3.76,N/E
2016-05-01 00:00:00,3.8,4.08,4.14,4.25,N/E,N/E,N/E,N/E,N/E,N/E,3.77,3.8,N/E
2016-06-01 00:00:00,3.83,4.1,4.21,4.4,N/E,N/E,N/E,N/E,N/E,N/E,3.8,3.83,N/E
2016-07-01 00:00:00,4.26,4.56,4.66,4.85,N/E,N/E,N/E,N/E,N/E,N/E,4.24,4.27,N/E
2016-08-01 00:00:00,4.29,4.59,4.69,4.87,N/E,N/E,N/E,N/E,N/E,N/E,4.27,4.29,N/E
2016-09-01 00:00:00,4.33,4.61,4.72,4.92,N/E,N/E,N/E,N/E,N/E,N/E,4.3,4.33,N/E
2016-10-01 00:00:00,4.77,5.11,5.19,5.31,N/E,N/E,N/E,N/E,N/E,N/E,4.75,4.77,N/E
2016-11-01 00:00:00,5,5.34,5.59,5.89,N/E,N/E,N/E,N/E,N/E,N/E,4.98,5,N/E
2016-12-01 00:00:00,5.57,5.84,6.02,6.27,N/E,N/E,N/E,N/E,N/E,N/E,5.57,5.57,N/E
2017-01-01 00:00:00,5.77,6.13,6.28,6.57,N/E,N/E,N/E,N/E,N/E,N/E,5.77,5.77,N/E
2017-02-01 00:00:00,6.13,6.44,6.57,6.8,N/E,N/E,N/E,N/E,N/E,N/E,6.12,6.14,N/E
2017-03-01 00:00:00,6.31,6.63,6.78,6.99,N/E,N/E,N/E,N/E,N/E,N/E,6.29,6.31,N/E
2017-04-01 00:00:00,6.58,6.87,6.93,7.11,N/E,N/E,N/E,N/E,N/E,N/E,6.55,6.57,N/E
2017-05-01 00:00:00,6.63,6.98,7.05,7.26,N/E,N/E,N/E,N/E,N/E,N/E,6.62,6.63,N/E
2017-06-01 00:00:00,6.85,7.21,7.31,7.44,N/E,N/E,N/E,N/E,N/E,N/E,6.83,6.85,N/E
2017-07-01 00:00:00,7.06,7.37,7.38,7.43,N/E,N/E,N/E,N/E,N/E,N/E,7.05,7.06,N/E
2017-08-01 00:00:00,7.04,7.38,7.39,7.44,N/E,N/E,N/E,N/E,N/E,N/E,7.03,7.04,N/E
2017-09-01 00:00:00,7.05,7.38,7.39,7.43,N/E,N/E,N/E,N/E,N/E,N/E,7.03,7.04,N/E
2017-10-01 00:00:00,7.04,7.38,7.4,7.48,N/E,N/E,N/E,N/E,N/E,N/E,7.02,7.04,N/E
2017-11-01 00:00:00,7.03,7.38,7.41,7.56,N/E,N/E,N/E,N/E,N/E,N/E,7.02,7.03,N/E
2017-12-01 00:00:00,7.22,7.51,7.56,7.75,N/E,N/E,N/E,N/E,N/E,N/E,7.21,7.22,N/E
2018-01-01 00:00:00,7.29,7.64,7.7,7.89,N/E,N/E,N/E,N/E,N/E,N/E,7.29,7.3,N/E
2018-02-01 00:00:00,7.49,7.78,7.84,7.95,N/E,N/E,N/E,N/E,N/E,N/E,7.49,7.49,N/E
2018-03-01 00:00:00,7.57,7.83,7.86,7.95,N/E,N/E,N/E,N/E,N/E,N/E,7.56,7.57,N/E
2018-04-01 00:00:00,7.54,7.84,7.86,7.91,N/E,N/E,N/E,N/E,N/E,N/E,7.53,7.54,N/E
2018-05-01 00:00:00,7.58,7.85,7.89,7.96,N/E,N/E,N/E,N/E,N/E,N/E,7.56,7.58,N/E
2018-06-01 00:00:00,7.64,7.93,8.02,8.12,N/E,N/E,N/E,N/E,N/E,N/E,7.63,7.64,N/E
2018-07-01 00:00:00,7.81,8.1,8.15,8.21,N/E,N/E,N/E,N/E,N/E,N/E,7.79,7.81,N/E
2018-08-01 00:00:00,7.8,8.11,8.14,8.21,N/E,N/E,N/E,N/E,N/E,N/E,7.79,7.8,N/E
2018-09-01 00:00:00,7.81,8.11,8.17,8.22,N/E,N/E,N/E,N/E,N/E,N/E,7.79,7.8,N/E
2018-10-01 00:00:00,7.81,8.12,8.17,8.22,N/E,N/E,N/E,N/E,N/E,N/E,7.81,7.81,N/E
2018-11-01 00:00:00,7.93,8.25,8.37,8.48,N/E,N/E,N/E,N/E,N/E,N/E,7.93,7.93,N/E
2018-12-01 00:00:00,8.19,8.41,8.5,8.62,N/E,N/E,N/E,N/E,N/E,N/E,8.18,8.18,N/E
2019-01-01 00:00:00,8.26,8.59,8.62,8.64,N/E,N/E,N/E,N/E,N/E,N/E,8.28,8.26,N/E
2019-02-01 00:00:00,8.26,8.56,8.57,8.57,N/E,N/E,N/E,N/E,N/E,N/E,8.29,8.26,N/E
2019-03-01 00:00:00,8.26,8.52,8.52,8.52,N/E,N/E,N/E,N/E,N/E,N/E,8.28,8.27,N/E
2019-04-01 00:00:00,8.27,8.5,8.5,8.5,N/E,N/E,N/E,N/E,N/E,N/E,8.29,8.28,N/E
2019-05-01 00:00:00,8.29,8.51,8.51,8.5,N/E,N/E,N/E,N/E,N/E,N/E,8.3,8.29,N/E
2019-06-01 00:00:00,8.27,8.51,8.52,8.49,N/E,N/E,N/E,N/E,N/E,N/E,8.28,8.27,N/E
2019-07-01 00:00:00,8.28,8.48,8.45,8.39,N/E,N/E,N/E,N/E,N/E,N/E,8.28,8.28,N/E
2019-08-01 00:00:00,8.16,8.37,8.33,8.22,N/E,N/E,N/E,N/E,N/E,N/E,8.16,8.16,N/E
2019-09-01 00:00:00,8.07,8.2,8.11,7.94,N/E,N/E,N/E,N/E,N/E,N/E,8.06,8.07,N/E
2019-10-01 00:00:00,7.78,8,7.89,7.64,N/E,N/E,N/E,N/E,N/E,N/E,7.78,7.78,N/E
2019-11-01 00:00:00,7.76,7.87,7.7,7.54,N/E,N/E,N/E,N/E,N/E,N/E,7.77,7.76,N/E
2019-12-01 00:00:00,7.46,7.7,7.56,7.43,N/E,N/E,N/E,N/E,N/E,N/E,7.48,7.46,N/E
2020-01-01 00:00:00,7.26,7.53,7.44,7.32,N/E,N/E,N/E,N/E,N/E,N/E,7.27,7.26,N/E
2020-02-01 00:00:00,7.12,7.39,7.3,7.19,N/E,N/E,N/E,N/E,N/E,N/E,7.13,7.12,N/E
2020-03-01 00:00:00,6.89,7.1,6.98,6.89,N/E,N/E,N/E,N/E,N/E,N/E,6.9,6.89,N/E
2020-04-01 00:00:00,6.35,6.54,6.43,6.12,N/E,N/E,N/E,N/E,N/E,N/E,6.38,6.35,N/E
2020-05-01 00:00:00,5.8,6,5.93,5.59,N/E,N/E,N/E,N/E,N/E,N/E,5.84,5.8,N/E
2020-06-01 00:00:00,5.49,5.65,5.64,5.34,N/E,N/E,N/E,N/E,N/E,N/E,5.51,5.48,N/E
2020-07-01 00:00:00,5.01,5.23,5.2,4.98,N/E,N/E,N/E,N/E,N/E,N/E,5.04,5.01,N/E
2020-08-01 00:00:00,4.73,4.97,4.95,4.79,N/E,N/E,N/E,N/E,N/E,N/E,4.76,4.73,N/E
2020-09-01 00:00:00,4.47,4.72,4.71,4.67,N/E,N/E,N/E,N/E,N/E,N/E,4.48,4.47,N/E
2020-10-01 00:00:00,4.25,4.53,4.53,4.51,N/E,N/E,N/E,N/E,N/E,N/E,4.25,4.25,N/E
2020-11-01 00:00:00,4.27,4.5,4.49,4.41,N/E,N/E,N/E,N/E,N/E,N/E,4.28,4.27,N/E
2020-12-01 00:00:00,4.29,4.49,4.48,4.38,N/E,N/E,N/E,N/E,N/E,N/E,4.31,4.29,N/E
2021-01-01 00:00:00,4.3,4.47,4.44,4.33,N/E,N/E,N/E,N/E,N/E,N/E,4.31,4.3,N/E
2021-02-01 00:00:00,4.11,4.36,4.33,4.25,N/E,N/E,N/E,N/E,N/E,N/E,4.12,4.11,N/E
2021-03-01 00:00:00,4.02,4.28,4.24,4.25,N/E,N/E,N/E,N/E,N/E,N/E,4.02,4.01,N/E
2021-04-01 00:00:00,4.01,4.28,4.25,4.31,N/E,N/E,N/E,N/E,N/E,N/E,4.01,4.01,N/E
2021-05-01 00:00:00,4.04,4.29,4.26,4.36,N/E,N/E,N/E,N/E,N/E,N/E,4.03,4.04,N/E
2021-06-01 00:00:00,4.04,4.32,4.31,4.4,N/E,N/E,N/E,N/E,N/E,N/E,4.04,4.04,N/E
2021-07-01 00:00:00,4.28,4.52,4.58,4.84,N/E,N/E,N/E,N/E,N/E,N/E,4.27,4.28,N/E
2021-08-01 00:00:00,4.41,4.65,4.71,4.98,N/E,N/E,N/E,N/E,N/E,N/E,4.43,4.41,N/E
2021-09-01 00:00:00,4.58,4.75,4.8,5.07,N/E,N/E,N/E,N/E,N/E,N/E,4.6,4.58,N/E
