Banco de México,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7
,,,,,,,
Tasas y precios de referencia,,,,,,,
Costos de Captación,,,,,,,
,,,,,,,
Fecha de consulta: 22/02/2025 05:01:42,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
Título,"Costo de captación a plazo de pasivos en moneda nacional (CCP), Tasa en por ciento anual","Costo de captación a plazo de pasivos en moneda nacional observado (CCPO), Tasa en por ciento anual","Costo de captación a plazo de pasivos en Udis (CCP-Udis), Tasa en por ciento anual","Costo de captación a plazo de pasivos en dólares (CCP-Dólares), Tasa en por ciento anual","Costo porcentual promedio (CPP), Tasa en por ciento anual","Costo de captaciÃ³n a plazo de pasivos estables (CPPE), Tasa en por ciento anual","Tasa de interés de los pasivos a plazo, Moneda nacional, Banca de Desarrollo"
Periodo disponible,Ene 1996 - Ene 2025,Oct 2010 - Ene 2025,Ene 1995 - Ene 2025,Ene 1996 - Ene 2025,Ago 1975 - Ene 2025,Ene 2021 - Ene 2025,Ene 2000 - Ene 2025
Periodicidad,Mensual,Mensual,Mensual,Mensual,Mensual,Mensual,Mensual
Cifra,Porcentajes,Porcentajes,Porcentajes,Porcentajes,Porcentajes,Porcentajes,Porcentajes
Unidad,Porcentajes,Porcentajes,Porcentajes,Porcentajes,Porcentajes,Porcentajes,Porcentajes
Base,,,,,,,
Aviso,,,,,,,
Tipo de información,Niveles,Niveles,Niveles,Niveles,Niveles,Niveles,Niveles
Fecha,SF286,SF330232,SF3368,SF3366,SF285,SF339723,SF31980
2010-01-01 00:00:00,4.18,N/E,4.28,2.08,3.44,N/E,4.95
2010-02-01 00:00:00,4.17,N/E,4.34,2.24,3.41,N/E,4.95
2010-03-01 00:00:00,4.15,N/E,4.43,1.93,3.4,N/E,4.91
2010-04-01 00:00:00,4.13,N/E,4.63,2.08,3.4,N/E,4.92
2010-05-01 00:00:00,4.14,N/E,4.78,2.56,3.4,N/E,4.92
2010-06-01 00:00:00,4.17,N/E,4.53,2.6,3.43,N/E,4.92
2010-07-01 00:00:00,4.19,N/E,4.16,2.51,3.43,N/E,4.9
2010-08-01 00:00:00,4.21,N/E,4,2.22,3.45,N/E,4.88
2010-09-01 00:00:00,4.21,N/E,3.88,2.12,3.47,N/E,4.85
2010-10-01 00:00:00,4.2,4.21,3.81,2.03,3.44,N/E,4.77
2010-11-01 00:00:00,4.12,4.14,3.77,1.91,3.35,N/E,4.75
2010-12-01 00:00:00,4.14,4.15,3.79,1.87,3.28,N/E,4.75
2011-01-01 00:00:00,4.18,4.17,3.78,1.84,3.29,N/E,4.76
2011-02-01 00:00:00,4.15,4.16,3.83,1.85,3.31,N/E,4.74
2011-03-01 00:00:00,4.17,4.17,3.86,2.1,3.34,N/E,4.71
2011-04-01 00:00:00,4.21,4.19,4.15,2.13,3.38,N/E,4.69
2011-05-01 00:00:00,4.2,4.2,4.44,2.15,3.35,N/E,4.66
2011-06-01 00:00:00,4.22,4.21,4.44,2.21,3.38,N/E,4.64
2011-07-01 00:00:00,4.22,4.22,3.82,2.12,3.39,N/E,4.65
2011-08-01 00:00:00,4.19,4.18,3.68,2.25,3.33,N/E,4.65
2011-09-01 00:00:00,4.16,4.16,3.67,2.33,3.33,N/E,4.62
2011-10-01 00:00:00,4.17,4.17,3.67,2.2,3.35,N/E,4.61
2011-11-01 00:00:00,4.16,4.16,3.67,2.26,3.32,N/E,4.63
2011-12-01 00:00:00,4.17,4.17,3.67,2.35,3.26,N/E,4.67
2012-01-01 00:00:00,4.19,4.18,3.67,2.34,3.23,N/E,4.71
2012-02-01 00:00:00,4.18,4.17,4.25,2.38,3.26,N/E,4.73
2012-03-01 00:00:00,4.19,4.18,4.45,2.22,3.26,N/E,4.74
2012-04-01 00:00:00,4.19,4.17,4.45,2.32,3.28,N/E,4.76
2012-05-01 00:00:00,4.17,4.18,4.45,2.66,3.25,N/E,4.76
2012-06-01 00:00:00,4.19,4.19,4.45,2.75,3.24,N/E,4.75
2012-07-01 00:00:00,4.17,4.17,4.45,2.76,3.22,N/E,4.77
2012-08-01 00:00:00,4.16,4.16,4.45,2.87,3.22,N/E,4.8
2012-09-01 00:00:00,4.17,4.19,4.45,3.19,3.26,N/E,4.8
2012-10-01 00:00:00,4.22,4.22,4.46,3.24,3.28,N/E,4.84
2012-11-01 00:00:00,4.24,4.24,4.45,3.48,3.3,N/E,4.88
2012-12-01 00:00:00,4.27,4.26,4.45,3.23,3.25,N/E,4.92
2013-01-01 00:00:00,4.25,4.25,4.31,3.23,3.24,N/E,4.92
2013-02-01 00:00:00,4.25,4.25,4.31,3.58,3.29,N/E,4.95
2013-03-01 00:00:00,4.09,4.09,4.31,3.6,3.18,N/E,4.7
2013-04-01 00:00:00,3.93,3.93,4.32,3.38,3.03,N/E,4.53
2013-05-01 00:00:00,3.86,3.88,4.32,3.54,2.99,N/E,4.54
2013-06-01 00:00:00,3.84,3.85,4.32,3.58,2.97,N/E,4.52
2013-07-01 00:00:00,3.84,3.84,4.32,3.66,2.94,N/E,4.52
2013-08-01 00:00:00,3.85,3.86,4.31,3.58,2.98,N/E,4.52
2013-09-01 00:00:00,3.67,3.78,4.31,3.63,2.83,N/E,4.43
2013-10-01 00:00:00,3.67,3.66,4.25,3.65,2.85,N/E,4.3
2013-11-01 00:00:00,3.53,3.53,4.25,3.78,2.74,N/E,4.17
2013-12-01 00:00:00,3.51,3.51,4.25,3.63,2.64,N/E,4.17
2014-01-01 00:00:00,3.47,3.47,4.25,3.54,2.57,N/E,4.11
2014-02-01 00:00:00,3.46,3.43,4.25,3.96,2.61,N/E,4.12
2014-03-01 00:00:00,3.44,3.42,4.26,3.73,2.54,N/E,4.12
2014-04-01 00:00:00,3.41,3.41,4.29,3.83,2.55,N/E,4.15
2014-05-01 00:00:00,3.42,3.43,4.31,3.86,2.6,N/E,4.18
2014-06-01 00:00:00,3.3,3.29,4.17,3.85,2.5,N/E,4.02
2014-07-01 00:00:00,3.12,3.11,4.31,3.85,2.35,N/E,3.87
2014-08-01 00:00:00,3.05,3.05,4.31,3.73,2.3,N/E,3.89
2014-09-01 00:00:00,3.02,3.02,4.32,3.86,2.28,N/E,3.83
2014-10-01 00:00:00,3.03,3.03,4.32,3.71,2.26,N/E,3.84
2014-11-01 00:00:00,3.04,3.03,4.32,3.79,2.25,N/E,3.82
2014-12-01 00:00:00,3.03,3.04,4.32,3.61,2.15,N/E,3.87
2015-01-01 00:00:00,3.01,3.03,4.32,3.42,2.2,N/E,3.83
2015-02-01 00:00:00,3.01,3.01,4.32,3.77,2.24,N/E,3.82
2015-03-01 00:00:00,3,3.01,4.32,3.59,2.21,N/E,3.82
2015-04-01 00:00:00,3.02,3.02,4.32,3.66,2.23,N/E,3.84
2015-05-01 00:00:00,3.02,3.02,4.32,3.67,2.24,N/E,3.87
2015-06-01 00:00:00,3.03,3.03,4.32,3.82,2.23,N/E,3.86
2015-07-01 00:00:00,3.03,3.02,4.33,3.74,2.15,N/E,3.96
2015-08-01 00:00:00,3.03,3.03,4.33,3.78,2.13,N/E,3.98
2015-09-01 00:00:00,3.04,3.04,4.33,3.69,2.16,N/E,4.03
2015-10-01 00:00:00,3.03,3.03,4.34,3.73,2.16,N/E,3.98
2015-11-01 00:00:00,3.02,3.03,4.34,3.88,2.13,N/E,3.95
2015-12-01 00:00:00,3.06,3.06,4.35,3.77,2.11,N/E,4.02
2016-01-01 00:00:00,3.13,3.13,4.35,3.8,2.19,N/E,4.11
2016-02-01 00:00:00,3.2,3.19,4.35,4,2.24,N/E,4.19
2016-03-01 00:00:00,3.4,3.41,4.36,3.8,2.4,N/E,4.42
2016-04-01 00:00:00,3.48,3.5,4.36,3.41,2.47,N/E,4.46
2016-05-01 00:00:00,3.54,3.55,4.36,3.41,2.53,N/E,4.49
2016-06-01 00:00:00,3.59,3.58,4.36,3.43,2.57,N/E,4.59
2016-07-01 00:00:00,3.75,3.73,4.36,3.46,2.67,N/E,4.77
2016-08-01 00:00:00,3.88,3.88,4.36,3.62,2.75,N/E,4.86
2016-09-01 00:00:00,3.94,3.92,4.36,3.75,2.82,N/E,4.87
2016-10-01 00:00:00,4.15,4.15,4.39,3.89,2.98,N/E,5.17
2016-11-01 00:00:00,4.32,4.33,4.41,3.98,3.11,N/E,5.33
2016-12-01 00:00:00,4.69,4.7,4.41,3.94,3.28,N/E,5.71
2017-01-01 00:00:00,5.08,5,4.41,4.07,3.6,N/E,5.97
2017-02-01 00:00:00,5.2,5.18,4.28,4.24,3.72,N/E,6.21
2017-03-01 00:00:00,5.41,5.44,4.28,3.96,3.93,N/E,6.41
2017-04-01 00:00:00,5.6,5.62,4.48,4.1,4.07,N/E,6.57
2017-05-01 00:00:00,5.74,5.76,4.48,4.01,4.18,N/E,6.64
2017-06-01 00:00:00,5.9,5.9,4.48,3.98,4.31,N/E,6.82
2017-07-01 00:00:00,6,6.05,4.48,4.1,4.33,N/E,6.97
2017-08-01 00:00:00,6.12,6.12,4.48,4.06,4.48,N/E,6.98
2017-09-01 00:00:00,6.14,6.15,4.48,4.22,4.51,N/E,6.99
2017-10-01 00:00:00,6.16,6.17,4.48,4.14,4.56,N/E,6.98
2017-11-01 00:00:00,6.15,6.14,4.48,4.26,4.66,N/E,6.98
2017-12-01 00:00:00,6.16,6.17,4.53,4.22,4.62,N/E,7.06
2018-01-01 00:00:00,6.27,6.28,4.57,4.24,4.69,N/E,7.17
2018-02-01 00:00:00,6.36,6.37,4.57,4.5,4.86,N/E,7.3
2018-03-01 00:00:00,6.48,6.45,4.57,4.22,5.01,N/E,7.38
2018-04-01 00:00:00,6.48,6.49,4.57,4.22,5.04,N/E,7.37
2018-05-01 00:00:00,6.51,6.52,4.57,4.15,5.06,N/E,7.4
2018-06-01 00:00:00,6.61,6.62,4.57,4.27,5.1,N/E,7.47
2018-07-01 00:00:00,6.74,6.75,4.57,4.2,5.21,N/E,7.66
2018-08-01 00:00:00,6.85,6.86,4.57,4.1,5.36,N/E,7.71
2018-09-01 00:00:00,6.9,6.9,4.57,4.16,5.46,N/E,7.73
2018-10-01 00:00:00,6.91,6.89,4.41,4.09,5.41,N/E,7.74
2018-11-01 00:00:00,6.9,6.93,4.41,4.18,5.43,N/E,7.83
2018-12-01 00:00:00,7.05,7.06,4.41,4.08,5.55,N/E,8.01
2019-01-01 00:00:00,7.15,7.21,4.41,4.12,5.55,N/E,8.13
2019-02-01 00:00:00,7.24,7.26,4.42,4.41,5.69,N/E,8.16
2019-03-01 00:00:00,7.27,7.28,4.42,4.19,5.73,N/E,8.16
2019-04-01 00:00:00,7.29,7.27,4.42,4.26,5.76,N/E,8.14
2019-05-01 00:00:00,7.27,7.3,4.11,4.25,5.78,N/E,8.14
2019-06-01 00:00:00,7.34,7.35,4.11,4.22,5.81,N/E,8.15
2019-07-01 00:00:00,7.37,7.37,4.11,4.3,6.46,N/E,8.15
2019-08-01 00:00:00,7.32,7.34,4.11,4.27,6.58,N/E,8.08
2019-09-01 00:00:00,7.23,7.23,4.11,4.28,6.46,N/E,7.92
2019-10-01 00:00:00,7.08,7.07,4.11,4.28,6.25,N/E,7.7
2019-11-01 00:00:00,6.92,6.95,4.11,4.26,6.11,N/E,7.64
2019-12-01 00:00:00,6.77,6.78,4.33,4.19,5.95,N/E,7.5
2020-01-01 00:00:00,6.61,6.62,4.41,4.21,5.78,N/E,7.34
2020-02-01 00:00:00,6.53,6.53,4.39,4.34,5.71,N/E,7.21
2020-03-01 00:00:00,6.35,6.38,4.39,4.34,5.53,N/E,7.03
2020-04-01 00:00:00,6.04,6.05,4.39,4.23,5.3,N/E,6.63
2020-05-01 00:00:00,5.64,5.59,4.39,4.15,4.92,N/E,6.19
2020-06-01 00:00:00,5.23,5.21,4.39,3.96,4.55,N/E,5.85
2020-07-01 00:00:00,4.83,4.82,4.39,4.02,4.14,N/E,5.48
2020-08-01 00:00:00,4.59,4.58,4.43,4.1,3.94,N/E,5.26
2020-09-01 00:00:00,4.34,4.33,4.64,4.02,3.69,N/E,5.02
2020-10-01 00:00:00,4.14,4.14,4.58,3.96,3.48,N/E,4.83
2020-11-01 00:00:00,4.05,4.05,4.58,3.95,3.37,N/E,4.8
2020-12-01 00:00:00,4.03,4.04,4.58,4.03,3.33,N/E,4.76
2021-01-01 00:00:00,4.02,4.01,4.58,4.05,3.33,3.99,4.73
2021-02-01 00:00:00,3.94,3.94,4.58,4.07,3.25,3.89,4.63
2021-03-01 00:00:00,3.83,3.83,4.58,4.03,3.18,3.81,4.51
2021-04-01 00:00:00,3.79,3.79,4.58,4.04,3.11,3.79,4.53
2021-05-01 00:00:00,3.77,3.77,4.58,4.02,3.08,3.76,4.57
2021-06-01 00:00:00,3.76,3.76,4.58,4.03,3.05,3.77,4.61
2021-07-01 00:00:00,3.84,3.84,4.58,4.08,3.11,3.85,4.78
2021-08-01 00:00:00,3.91,3.91,4.58,4.13,3.19,3.95,4.92
2021-09-01 00:00:00,4,4,4.58,4.19,3.27,4.02,5.03
2021-10-01 00:00:00,4.13,4.13,4.58,4.2,3.36,4.16,5.2
2021-11-01 00:00:00,4.26,4.27,4.58,4.33,3.49,4.31,5.33
2021-12-01 00:00:00,4.47,4.48,4.53,4.39,3.63,4.56,5.55
2022-01-01 00:00:00,4.68,4.69,4.44,4.39,3.82,4.68,5.78
2022-02-01 00:00:00,4.85,4.85,4.44,4.39,3.95,4.89,6.01
2022-03-01 00:00:00,5.06,5.09,4.44,4.4,4.14,5.14,6.28
2022-04-01 00:00:00,5.35,5.37,4.44,4.42,4.41,5.34,6.62
2022-05-01 00:00:00,5.58,5.59,4.44,4.49,4.6,5.61,6.86
2022-06-01 00:00:00,5.87,5.88,4.44,4.41,4.89,5.96,7.15
2022-07-01 00:00:00,6.27,6.29,4.44,4.55,5.18,6.23,7.62
2022-08-01 00:00:00,6.6,6.62,4.44,4.53,5.5,6.64,7.99
2022-09-01 00:00:00,6.95,6.98,4.44,4.58,5.81,6.97,8.27
2022-10-01 00:00:00,7.42,7.43,4.44,4.52,6.2,7.32,8.75
2022-11-01 00:00:00,7.79,7.82,4.44,4.65,6.58,7.73,9.16
2022-12-01 00:00:00,8.23,8.26,4.44,4.86,6.96,8.16,9.58
2023-01-01 00:00:00,8.63,8.65,4.44,4.96,7.36,8.47,9.85
2023-02-01 00:00:00,8.93,8.94,4.44,4.96,7.63,8.76,10.12
2023-03-01 00:00:00,9.2,9.21,4.44,5.03,7.88,8.99,10.31
2023-04-01 00:00:00,9.39,9.4,4.44,5.06,8.11,9.15,10.54
2023-05-01 00:00:00,9.51,9.53,4.44,5.1,8.23,9.25,10.59
2023-06-01 00:00:00,9.57,9.57,4.46,5.11,8.3,9.27,10.59
2023-07-01 00:00:00,9.61,9.61,4.46,5.26,8.32,9.3,10.61
2023-08-01 00:00:00,9.62,9.62,4.46,5.31,8.35,9.26,10.57
2023-09-01 00:00:00,9.64,9.64,4.46,5.32,8.45,9.33,10.58
2023-10-01 00:00:00,9.69,9.68,4.42,5.33,8.53,9.4,10.57
2023-11-01 00:00:00,9.71,9.72,4.42,5.34,8.52,9.5,10.59
2023-12-01 00:00:00,9.83,9.76,4.42,5.36,8.67,9.5,10.68
2024-01-01 00:00:00,9.8,9.82,4.42,5.44,8.65,9.63,10.67
2024-02-01 00:00:00,9.86,9.86,4.46,5.49,8.74,9.63,10.64
2024-03-01 00:00:00,9.86,9.85,4.5,5.5,8.79,9.57,10.63
2024-04-01 00:00:00,9.76,9.77,4.5,5.57,8.64,9.59,10.53
2024-05-01 00:00:00,9.73,9.74,4.5,5.56,8.63,9.56,10.49
2024-06-01 00:00:00,9.75,9.77,4.5,5.68,8.64,9.54,10.49
2024-07-01 00:00:00,9.72,9.73,4.5,5.65,8.57,9.53,10.5
2024-08-01 00:00:00,9.65,9.65,4.5,5.66,8.54,9.41,10.41
2024-09-01 00:00:00,9.55,9.54,4.5,5.62,8.49,9.25,10.33
2024-10-01 00:00:00,9.37,9.37,4.5,5.54,8.25,9.16,10.19
2024-11-01 00:00:00,9.26,9.27,4.5,5.63,8.1,9.02,10.11
2024-12-01 00:00:00,9.14,9.14,4.5,5.72,8.05,8.84,10.01
2025-01-01 00:00:00,8.99,N/E,4.5,5.63,7.88,N/E,9.84
