,"TIIE de Fondeo a Un Día Hábil Bancario, Mediana ponderada por volumen","TIIE a 28 días, Tasa de interés en por ciento anual","Tasas de interés interbancarias Por ciento anual, TIIE a 91 días", Tarjetas vigentes al cierre del trimestre (todas las marcas), (todas las marcas) B, (todas las marcas) C, (todas las marcas) D, (todas las marcas) E, (todas las marcas) F, (todas las marcas) G, (todas las marcas) H, (todas las marcas) I, (todas las marcas) J, (todas las marcas) K, (todas las marcas) L, (todas las marcas) M, (todas las marcas) N, (todas las marcas) O, (todas las marcas) P, (todas las marcas) Q, (todas las marcas) R, (todas las marcas) S, (todas las marcas) T, (todas las marcas) U, (todas las marcas) V, (todas las marcas) W, (todas las marcas) X, (todas las marcas) Y, Tarjetas vigentes al cierre del trimestre (mastercard), (mastercard) B, (mastercard) C, (mastercard) D, (mastercard) E, (mastercard) F, (mastercard) G, (mastercard) H, (mastercard) I, (mastercard) J, (mastercard) K, (mastercard) M, (mastercard) N, (mastercard) O, (mastercard) T, (mastercard) U, (mastercard) V, (mastercard) W, (mastercard) X, (mastercard) Y, Tarjetas vigentes al cierre del trimestre (visa), (visa) B, (visa) C, (visa) D, (visa) E, (visa) F, (visa) G, (visa) H, (visa) I, (visa) J, (visa) K, (visa) L, (visa) M, (visa) N, (visa) O, (visa) Q, (visa) R, (visa) S, (visa) T, (visa) U, Tarjetas vigentes al cierre del trimestre (otras marcas), (otras marcas) C, (otras marcas) E, (otras marcas) Q, (otras marcas) P, Tarjetas utilizadas durante el trimestre, Cuentas con tarjetas,TIIE a 28 días,TIIE a 91 días,TIIE a 182 días,Fondeo promedio ponderado bancario,Fondeo promedio ponderado gubernamental,Todos los clientes con y sin promociones,Clientes no totaleros con y sin promociones,Clientes no totaleros sin promociones,CCP,CCPO,CCP-Udis,CCP-Dólares,CPP,Banca de Desarrollo,Total corto plazo,Certificados bursátiles a corto plazo,Cetes 28 días - Plazo,Cetes 28 días - Precio Limpio,Cetes 28 días - Precio Sucio,Cetes 28 días - Tasa Rendimiento,Cetes 91 días - Plazo,Cetes 91 días - Precio Limpio,Cetes 91 días - Precio Sucio,Cetes 91 días - Tasa Rendimiento,Cetes 182 días - Plazo,Cetes 182 días - Precio Limpio,Cetes 182 días - Precio Sucio,Cetes 182 días - Tasa Rendimiento,Cetes 364 días - Plazo,Cetes 364 días - Precio Limpio,Cetes 364 días - Precio Sucio,Cetes 364 días - Tasa Rendimiento,Bonos 3 a 5 años - Plazo,Bonos 3 a 5 años - Precio Limpio,Bonos 3 a 5 años - Precio Sucio,Bonos 3 a 5 años - Cupón Vigente,Bonos 7 a 10 años - Plazo,Bonos 7 a 10 años - Precio Limpio,Bonos 7 a 10 años - Precio Sucio,Bonos 7 a 10 años - Cupón Vigente,Bonos 10 a 20 años - Plazo,Bonos 10 a 20 años - Precio Limpio,Bonos 10 a 20 años - Precio Sucio,Bonos 10 a 20 años - Cupón Vigente,Bonos 20 a 30 años - Plazo,Bonos 20 a 30 años - Precio Limpio,Bonos 20 a 30 años - Precio Sucio,Bonos 20 a 30 años - Cupón Vigente,Udibonos 30 años - Plazo,Udibonos 30 años - Precio Limpio,Udibonos 30 años - Precio Sucio,"Índice de precios al consumidor, por objeto del gasto, Nacional, Índice general","SSC e INPC, Subyacente","Índice de precios al consumidor, por objeto del gasto, Nacional, Índice general","SSC e INPC, Subyacente","SSC e INPC, Subyacente, Mercancías","SSC e INPC, Subyacente, Mercancías, Alimentos, Bebidas y Tabaco","SSC e INPC, Subyacente, Mercancías, Mercancías no Alimenticias","SSC e INPC, Subyacente, Servicios","SSC e INPC, Subyacente, Servicios, Vivienda","SSC e INPC, Subyacente, Servicios, Educación (colegiaturas)","SSC e INPC, Subyacente, Servicios, Otros Servicios","SSC e INPC, No Subyacente","SSC e INPC, No Subyacente, Agropecuarios","SSC e INPC, No Subyacente, Agropecuarios, Frutas y Verduras","SSC e INPC, No Subyacente, Agropecuarios, Pecuarios","SSC e INPC, No Subyacente, Energéticos y Tarifas Autorizadas por el Gobierno","SSC e INPC, No Subyacente, Energéticos y Tarifas Autorizadas por el Gobierno, Energéticos","SSC e INPC, No Subyacente, Energéticos y Tarifas Autorizadas por el Gobierno, Tarifas Autorizadas por el Gobierno",TIIE de Fondeo a Un Día Hábil Bancario,Tasa de fondeo bancario,Tasa de fondeo gubernamental,TIIE a 28 días,TIIE a 91 días,Tasa objetivo,"INPC, Variación mensual","INPC, Variación acumulada","INPC, variación anual","Inflación, Subyacente, Mensual","Inflación, Subyacente, Acumulada en el año","Inflación, Subyacente, Anual","Inflación, No subyacente, Mensual","Inflación, No subyacente, Acumulada en el año","Inflación, No subyacente, Anual"
2022-04,6.59,6.7225,6.92,28320324.0,18936.0,5146190.0,8137386.0,4286169.0,1611294.0,152569.0,0.0,1468237.0,8720.0,727545.0,227602.0,643766.0,48236.0,2318885.0,0.0,525.0,0.0,0.0,0.0,3524264.0,0.0,0.0,0.0,0.0,12086518.0,0.0,4278505.0,1381608.0,3533506.0,444179.0,1104.0,0.0,1002313.0,8720.0,256522.0,612222.0,42315.0,489478.0,0.0,36046.0,0.0,0.0,0.0,0.0,16184017.0,18936.0,867685.0,6755778.0,702874.0,1167115.0,151465.0,0.0,465924.0,0.0,471023.0,227602.0,31544.0,5921.0,1829407.0,525.0,0.0,0.0,0.0,3488218.0,49789.0,0.0,49789.0,0.0,0.0,18209759.0,16457794.0,6.73,6.98,7.35,6.54,6.53,20.5054,33.44345,49.6362,5.35,5.37,4.44,4.42,4.41,6.62,6.91,6.91,27.0,9.951493,9.951493,6.499125,90.0,9.831572,9.831572,6.852536,174.0,9.654762,9.654762,7.398272,342.0,9.275663,9.275663,8.220005,1792.0,87.483514,87.911292,5.5,3345.0,96.342795,98.775434,7.75,6075.0,101.414181,104.082237,8.5,9351.0,95.174912,97.686023,8.0,10443.0,747.196882,756.293172,120.703,118.9156129089,120.703,118.9156129089,123.6585643174,128.3886988047,118.7005318299,113.7946821944,109.6625324882,114.1417707745,117.4438915256,126.2275566858,134.2845869931,132.3097455781,135.8887384982,120.442045245,123.0127048508,114.4336924752,6.59,6.59,6.59,6.7225,6.92,6.5,0.54,2.98,7.68,0.78,2.9,7.22,-0.14,3.24,9.07
2022-05,6.55,6.7525,7.1394,28566901.0,19016.0,5194317.666666667,8173254.0,4317203.0,1623687.6666666667,155228.33333333334,0.0,1461184.0,8916.333333333334,723128.3333333334,294234.0,657232.6666666666,48429.333333333336,2356239.3333333335,0.0,519.3333333333334,0.0,0.0,0.0,3534311.0,0.0,0.0,0.0,0.0,12153430.666666666,0.0,4313956.333333333,1381639.6666666667,3564761.6666666665,447841.6666666667,1104.0,0.0,994355.0,8916.333333333334,241142.66666666666,625841.6666666666,42520.333333333336,494956.0,0.0,36395.333333333336,0.0,0.0,0.0,0.0,16356876.0,19016.0,880361.3333333334,6791614.333333333,695847.0,1175846.0,154124.33333333334,0.0,466829.0,0.0,481985.6666666667,294234.0,31391.0,5909.0,1861283.3333333333,519.3333333333334,0.0,0.0,0.0,3497915.6666666665,56594.333333333336,0.0,56594.333333333336,0.0,0.0,18593694.0,16534587.333333334,7.01,7.38,7.71,6.81,6.8,20.4744,33.3874,49.4118,5.58,5.59,4.44,4.49,4.6,6.86,7.07,7.07,24.0,9.95543,9.95543,6.715431,87.0,9.826209,9.826209,7.318541,171.0,9.640123,9.640123,7.859192,338.0,9.238435,9.238435,8.779997,1767.0,85.776828,86.58655,5.5,3314.0,91.632505,94.732505,7.75,7500.0,86.101107,89.201107,7.75,9320.0,87.597166,90.797166,8.0,10412.0,725.103964,736.80445,120.838,119.5994245421,120.838,119.5994245421,124.7090149749,129.93241609,119.233950261,114.0826362951,109.9590114042,114.1478845104,117.7832220381,124.6655605419,134.7008626347,131.746905014,137.1003441968,117.4595115565,118.7182119652,114.5175755375,6.55,6.56,6.55,6.7525,7.1394,6.5,0.18,3.17,7.65,0.59,3.5,7.28,-1.02,2.18,8.77
2022-06,7.07,7.225,7.535,28813478.0,19096.0,5242445.333333333,8209122.0,4348237.0,1636081.3333333333,157887.66666666666,0.0,1454131.0,9112.666666666666,718711.6666666666,360866.0,670699.3333333334,48622.666666666664,2393593.6666666665,0.0,513.6666666666666,0.0,0.0,0.0,3544358.0,0.0,0.0,0.0,0.0,12220343.333333334,0.0,4349407.666666667,1381671.3333333333,3596017.3333333335,451504.3333333333,1104.0,0.0,986397.0,9112.666666666666,225763.33333333334,639461.3333333334,42725.666666666664,500434.0,0.0,36744.666666666664,0.0,0.0,0.0,0.0,16529735.0,19096.0,893037.6666666666,6827450.666666667,688820.0,1184577.0,156783.66666666666,0.0,467734.0,0.0,492948.3333333333,360866.0,31238.0,5897.0,1893159.6666666667,513.6666666666666,0.0,0.0,0.0,3507613.3333333335,63399.666666666664,0.0,63399.666666666664,0.0,0.0,18977629.0,16611380.666666666,7.42,7.84,8.24,7.13,7.13,20.7738,33.77775,50.03365,5.87,5.88,4.44,4.41,4.89,7.15,7.48,7.48,22.0,9.957424,9.957424,6.996771,85.0,9.822725,9.822725,7.64362,169.0,9.626501,9.626501,8.264884,337.0,9.222169,9.222169,9.01,1737.0,86.882132,88.150188,5.5,3284.0,94.172214,97.918047,7.75,7470.0,89.616042,93.361875,7.75,9290.0,91.420191,95.286858,8.0,10382.0,735.474541,749.645482,121.804,120.5423917954,121.804,120.5423917954,126.0188193171,131.5984985794,120.1703109657,114.6295321672,110.3300016944,114.3053585647,118.5701575275,125.7029034669,136.8930291282,134.0348574693,139.214704344,117.6676103665,118.8864243543,114.8189001043,7.07,7.07,7.07,7.225,7.535,7.0,0.84,4.04,7.99,0.77,4.3,7.49,1.07,3.27,9.47
2022-07,7.76,8.0303,8.2925,29060055.0,19176.0,5290573.0,8244990.0,4379271.0,1648475.0,160547.0,0.0,1447078.0,9309.0,714295.0,427498.0,684166.0,48816.0,2430948.0,0.0,508.0,0.0,0.0,0.0,3554405.0,0.0,0.0,0.0,0.0,12287256.0,0.0,4384859.0,1381703.0,3627273.0,455167.0,1104.0,0.0,978439.0,9309.0,210384.0,653081.0,42931.0,505912.0,0.0,37094.0,0.0,0.0,0.0,0.0,16702594.0,19176.0,905714.0,6863287.0,681793.0,1193308.0,159443.0,0.0,468639.0,0.0,503911.0,427498.0,31085.0,5885.0,1925036.0,508.0,0.0,0.0,0.0,3517311.0,70205.0,0.0,70205.0,0.0,0.0,19361564.0,16688174.0,8.04,8.35,8.89,7.75,7.75,21.0732,34.1681,50.6555,6.27,6.29,4.44,4.55,5.18,7.62,8.14,8.14,27.0,9.943113,9.943113,7.628329,90.0,9.798123,9.798123,8.241456,181.0,9.570772,9.570772,8.920003,363.0,9.109895,9.109895,9.689999,1707.0,86.237949,87.964338,5.5,3254.0,92.985192,93.458803,7.75,7440.0,88.609112,89.082723,7.75,9260.0,90.493019,90.981908,8.0,10352.0,736.106429,737.906502,122.809,121.2638635377,122.809,121.2638635377,126.8924610471,132.9323022929,120.5616200962,115.186707062,110.6062797154,114.3342655745,119.4910333308,127.5843336713,139.9908496795,138.2221451209,141.4275574871,118.6755872016,119.6880290253,116.3092265906,7.76,7.75,7.76,8.0303,8.2925,7.75,0.74,4.81,8.15,0.62,4.95,7.65,1.09,4.4,9.65
2022-08,7.79,8.08,8.465,29271136.0,19259.666666666668,5339076.333333333,8306713.666666667,4405266.0,1675262.6666666667,158539.33333333334,0.0,1439632.0,9427.0,704732.0,441842.3333333333,701696.0,48816.0,2457306.3333333335,0.0,523.3333333333334,0.0,0.0,0.0,3563043.3333333335,0.0,0.0,0.0,0.0,12363988.666666666,0.0,4425387.0,1369183.3333333333,3645453.3333333335,481823.0,736.6666666666667,0.0,971557.0,9427.0,201103.66666666666,670653.6666666666,42936.0,508129.6666666667,0.0,37598.333333333336,0.0,0.0,0.0,0.0,16823099.0,19259.666666666668,913689.3333333334,6937530.333333333,675764.3333333334,1193439.6666666667,157802.66666666666,0.0,468075.0,0.0,503628.3333333333,441842.3333333333,31042.333333333332,5880.0,1949176.6666666667,523.3333333333334,0.0,0.0,0.0,3525445.0,84048.33333333333,0.0,84048.33333333333,0.0,0.0,19332622.333333332,16941188.0,8.5,8.81,9.32,8.23,8.22,21.7289,34.90885,51.47725,6.6,6.62,4.44,4.53,5.5,7.99,8.44,8.44,24.0,9.946127,9.946127,8.12472,87.0,9.796245,9.796245,8.606605,178.0,9.564677,9.564677,9.205,360.0,9.139655,9.139655,9.41332,1676.0,88.705937,90.905937,5.5,3223.0,95.846944,96.987916,7.75,7409.0,92.298933,93.439905,7.75,9229.0,94.747051,95.924829,8.0,10321.0,745.372063,749.746778,123.603,122.2236779314,123.603,122.2236779314,128.2787111513,134.7583062752,121.4869289692,115.6861018691,110.9448307109,115.5567909801,119.983784461,127.8678409095,140.3445969123,140.2066256136,140.4566701475,118.9086572095,119.8132525626,116.7943640596,7.79,7.8,7.79,8.08,8.465,7.75,0.7,5.54,8.7,0.8,5.79,8.05,0.39,4.8,10.65
2022-09,8.59,8.821,9.053,29482217.0,19343.333333333332,5387579.666666667,8368437.333333333,4431261.0,1702050.3333333333,156531.66666666666,0.0,1432186.0,9545.0,695169.0,456186.6666666667,719226.0,48816.0,2483664.6666666665,0.0,538.6666666666666,0.0,0.0,0.0,3571681.6666666665,0.0,0.0,0.0,0.0,12440721.333333334,0.0,4465915.0,1356663.6666666667,3663633.6666666665,508479.0,369.33333333333337,0.0,964675.0,9545.0,191823.33333333334,688226.3333333334,42941.0,510347.3333333333,0.0,38102.666666666664,0.0,0.0,0.0,0.0,16943604.0,19343.333333333332,921664.6666666666,7011773.666666667,669735.6666666666,1193571.3333333333,156162.33333333334,0.0,467511.0,0.0,503345.6666666667,456186.6666666667,30999.666666666668,5875.0,1973317.3333333333,538.6666666666666,0.0,0.0,0.0,3533579.0,97891.66666666667,0.0,97891.66666666667,0.0,0.0,19303680.666666668,17194202.0,8.89,9.22,9.75,8.57,8.55,22.3846,35.6496,52.299,6.95,6.98,4.44,4.58,5.81,8.27,8.81,8.81,28.0,9.934456,9.934456,8.482685,91.0,9.771338,9.771338,9.257657,175.0,9.545717,9.545717,9.789993,357.0,9.099443,9.099443,9.980003,1645.0,86.537294,89.210905,5.5,3192.0,91.826735,93.635068,7.75,7378.0,87.469247,89.27758,7.75,9198.0,89.736515,91.603182,8.0,10290.0,724.141121,731.119854,124.507,123.1469728798,124.507,123.1469728798,129.5232207366,136.3572263328,122.3599525767,116.2625836713,111.1975474399,118.0716102448,120.4457437674,128.7121897401,143.3201820581,145.9924374846,141.1495254514,118.2226292618,118.6513146031,117.2206713393,8.59,8.62,8.58,8.821,9.053,8.5,0.62,6.19,8.7,0.67,6.5,8.28,0.47,5.3,9.96
2022-10,9.29,9.535,9.7775,29693298.0,19427.0,5436083.0,8430161.0,4457256.0,1728838.0,154524.0,0.0,1424740.0,9663.0,685606.0,470531.0,736756.0,48816.0,2510023.0,0.0,554.0,0.0,0.0,0.0,3580320.0,0.0,0.0,0.0,0.0,12517454.0,0.0,4506443.0,1344144.0,3681814.0,535135.0,2.0,0.0,957793.0,9663.0,182543.0,705799.0,42946.0,512565.0,0.0,38607.0,0.0,0.0,0.0,0.0,17064109.0,19427.0,929640.0,7086017.0,663707.0,1193703.0,154522.0,0.0,466947.0,0.0,503063.0,470531.0,30957.0,5870.0,1997458.0,554.0,0.0,0.0,0.0,3541713.0,111735.0,0.0,111735.0,0.0,0.0,19274739.0,17447216.0,9.56,9.9,10.34,9.26,9.24,22.1648,35.859300000000005,52.50815,7.42,7.43,4.44,4.52,6.2,8.75,9.76,9.76,24.0,9.93846,9.93846,9.288159,87.0,9.770491,9.770491,9.720007,171.0,9.534197,9.534197,10.28548,353.0,9.056456,9.056456,10.625067,1613.0,85.068491,85.450435,5.5,3160.0,89.497318,91.99454,7.75,7346.0,83.707782,86.205004,7.75,11259.0,84.550954,85.10651,8.0,10258.0,697.889998,707.602169,125.182,123.8551842406,125.182,123.8551842406,130.7241677061,137.8275981861,123.2784937645,116.4387919194,111.4722851599,118.0716102448,120.5701254211,129.2809806083,142.7261008477,143.9392958207,141.7406300513,119.6264436384,120.5481704389,117.4721094892,9.29,9.31,9.29,9.535,9.7775,9.25,0.57,6.79,8.41,0.63,7.17,8.42,0.38,5.7,8.36
2022-11,9.26,9.596,10.091,31223076.0,19338.666666666668,5481174.0,9811877.333333334,4491312.0,1756687.3333333333,157130.0,0.0,1415310.6666666667,9810.0,679606.0,481157.6666666667,753794.3333333334,48816.0,2533625.6666666665,0.0,540.6666666666666,0.0,0.0,0.0,3582768.3333333335,0.0,0.0,0.0,127.33333333333333,12612940.666666666,0.0,4544991.0,1337262.3333333333,3710540.6666666665,560911.6666666666,1.6666666666666667,0.0,948659.0,9810.0,177878.33333333334,722799.0,42951.333333333336,517340.3333333333,0.0,39668.0,0.0,0.0,0.0,127.33333333333333,18485723.333333332,19338.666666666668,936183.0,8474615.0,656359.3333333334,1195775.6666666667,157128.33333333334,0.0,466651.6666666667,0.0,501727.6666666667,481157.6666666667,30995.333333333332,5864.666666666667,2016285.3333333333,540.6666666666666,0.0,0.0,0.0,3543100.3333333335,124412.0,0.0,124412.0,0.0,0.0,19219859.666666668,17378860.333333332,10.0,10.39,10.62,9.76,9.75,21.945,36.069,52.7173,7.79,7.82,4.44,4.65,6.58,9.16,9.97,9.97,23.0,9.941367,9.941367,9.231466,86.0,9.763942,9.763942,10.120398,170.0,9.525876,9.525876,10.54,352.0,9.039483,9.039483,10.867291,1584.0,84.818113,85.643113,5.5,3131.0,88.093803,91.215331,7.75,7317.0,80.77779,83.899318,7.75,11230.0,81.509075,82.709075,8.0,10229.0,676.697237,688.896353,126.069,124.5989938362,126.069,124.5989938362,131.5636398822,138.7904118813,123.9886818239,117.079315311,111.6846983919,118.0716102448,121.7304698653,130.6128452132,141.964100262,142.429630527,141.5859528981,122.4618499397,124.4371496239,117.8450203519,9.26,9.28,9.26,9.596,10.091,9.25,0.58,7.41,7.8,0.45,7.65,8.51,0.94,6.7,5.73
2022-12,10.05,10.2935,10.631,32752854.0,19250.333333333332,5526265.0,11193593.666666666,4525368.0,1784536.6666666667,159736.0,0.0,1405881.3333333333,9957.0,673606.0,491784.3333333333,770832.6666666666,48816.0,2557228.3333333335,0.0,527.3333333333334,0.0,0.0,0.0,3585216.6666666665,0.0,0.0,0.0,254.66666666666666,12708427.333333334,0.0,4583539.0,1330380.6666666667,3739267.3333333335,586688.3333333334,1.3333333333333335,0.0,939525.0,9957.0,173213.66666666666,739799.0,42956.666666666664,522115.6666666667,0.0,40729.0,0.0,0.0,0.0,254.66666666666666,19907337.666666668,19250.333333333332,942726.0,9863213.0,649011.6666666666,1197848.3333333333,159734.66666666666,0.0,466356.3333333333,0.0,500392.3333333333,491784.3333333333,31033.666666666668,5859.333333333333,2035112.6666666667,527.3333333333334,0.0,0.0,0.0,3544487.6666666665,137089.0,0.0,137089.0,0.0,0.0,19164980.333333332,17310504.666666668,10.53,10.82,10.95,10.31,10.29,21.8452,35.99185,52.8237,8.23,8.26,4.44,4.86,6.96,9.58,10.55,10.55,28.0,9.922286,9.922286,10.070058,91.0,9.742714,9.742714,10.447137,182.0,9.480958,9.480958,10.828826,350.0,9.045794,9.045794,10.850004,1554.0,87.235756,88.519089,5.5,3101.0,92.622825,96.390186,7.75,7287.0,87.944118,91.711479,7.75,11200.0,90.155683,92.02235,8.0,10199.0,739.239173,754.053705,126.417,125.2594887835,126.417,125.2594887835,132.2152197145,139.8190089577,124.2450797118,117.7494358442,112.0005374297,118.0716102449,122.8601136171,129.9953639277,142.54536964,143.5785689438,141.706108216,120.9835818116,122.2522524988,118.0183424543,10.05,10.06,10.04,10.2935,10.631,10.0,0.38,7.82,7.82,0.65,8.35,8.35,-0.4,6.27,6.27
2023-01,10.54,10.77,10.9625,34282632.0,19162.0,5571356.0,12575310.0,4559424.0,1812386.0,162342.0,0.0,1396452.0,10104.0,667606.0,502411.0,787871.0,48816.0,2580831.0,0.0,514.0,0.0,0.0,0.0,3587665.0,0.0,0.0,0.0,382.0,12803914.0,0.0,4622087.0,1323499.0,3767994.0,612465.0,1.0,0.0,930391.0,10104.0,168549.0,756799.0,42962.0,526891.0,0.0,41790.0,0.0,0.0,0.0,382.0,21328952.0,19162.0,949269.0,11251811.0,641664.0,1199921.0,162341.0,0.0,466061.0,0.0,499057.0,502411.0,31072.0,5854.0,2053940.0,514.0,0.0,0.0,0.0,3545875.0,149766.0,0.0,149766.0,0.0,0.0,19110101.0,17242149.0,10.78,10.94,11.1,10.52,10.51,21.7454,35.9147,52.9301,8.63,8.65,4.44,4.96,7.36,9.85,10.85,10.85,24.0,9.933557,9.933557,10.033113,87.0,9.750691,9.750691,10.580003,178.0,9.490843,9.490843,10.849992,346.0,9.047692,9.047692,10.951309,1522.0,87.434952,89.207174,5.5,3797.0,89.722854,90.243687,7.5,7255.0,87.636641,88.174835,7.75,11168.0,89.403808,91.981586,8.0,10167.0,736.191021,738.316167,127.116,126.0502232164,127.116,126.0502232164,133.4269298921,141.624853061,124.834030576,118.0856457764,112.4798358843,118.4791270798,123.0524987835,130.4116468612,143.409631133,145.4388100679,141.7613415954,121.0781847983,121.86932694,119.2290636358,10.54,10.55,10.55,10.77,10.9625,10.5,0.68,0.68,7.91,0.71,0.71,8.45,0.57,0.57,6.32
2023-02,10.54,10.8125,10.997,34710317.666666664,19235.333333333332,5615971.666666667,12843691.0,4589963.333333333,1844516.6666666667,165214.0,0.0,1381712.3333333333,10180.333333333334,662671.0,507368.0,807427.6666666666,48934.0,2632424.3333333335,0.0,519.0,0.0,0.0,0.0,3580107.0,0.0,0.0,0.0,382.0,12899103.0,0.0,4659893.0,1316686.3333333333,3798342.6666666665,637513.3333333334,1.0,0.0,916441.6666666666,10180.333333333334,164038.0,776128.6666666666,43085.0,534901.3333333334,0.0,41509.666666666664,0.0,0.0,0.0,382.0,21654441.666666668,19235.333333333332,956078.6666666666,11527004.666666666,634847.6666666666,1207003.3333333333,165213.0,0.0,465270.6666666667,0.0,498633.0,507368.0,31299.0,5849.0,2097523.0,519.0,0.0,0.0,0.0,3538597.3333333335,156773.0,0.0,156773.0,0.0,0.0,19155203.0,17220211.333333332,11.1,11.27,11.41,10.86,10.85,22.21215,36.34025,53.5097,8.93,8.94,4.44,4.96,7.63,10.12,10.94,10.94,22.0,9.934408,9.934408,10.804103,85.0,9.745955,9.745955,11.040019,176.0,9.48325,9.48325,11.145848,344.0,9.041532,9.041532,11.093783,1492.0,88.35636,90.586916,5.5,3767.0,92.266664,93.412497,7.5,7225.0,90.690552,91.87458,7.75,11138.0,91.921999,95.166443,8.0,10137.0,759.483653,764.181942,127.942,126.9458189384,127.942,126.9458189384,134.4171996332,142.7476477914,125.6853902705,118.879022637,112.8920808681,119.5946427825,124.1216723423,131.020093852,143.1552695737,140.5214413189,145.2947120257,122.3061886912,123.1290410562,120.3829518398,10.54,10.56,10.54,10.8125,10.997,10.5,0.56,1.24,7.62,0.61,1.33,8.29,0.4,0.97,5.65
2023-03,11.06,11.274,11.4225,35138003.333333336,19308.666666666668,5660587.333333333,13112072.0,4620502.666666667,1876647.3333333333,168086.0,0.0,1366972.6666666667,10256.666666666666,657736.0,512325.0,826984.3333333334,49052.0,2684017.6666666665,0.0,524.0,0.0,0.0,0.0,3572549.0,0.0,0.0,0.0,382.0,12994292.0,0.0,4697699.0,1309873.6666666667,3828691.3333333335,662561.6666666666,1.0,0.0,902492.3333333334,10256.666666666666,159527.0,795458.3333333334,43208.0,542911.6666666666,0.0,41229.333333333336,0.0,0.0,0.0,382.0,21979931.333333332,19308.666666666668,962888.3333333334,11802198.333333334,628031.3333333334,1214085.6666666667,168085.0,0.0,464480.3333333333,0.0,498209.0,512325.0,31526.0,5844.0,2141106.0,524.0,0.0,0.0,0.0,3531319.6666666665,163780.0,0.0,163780.0,0.0,0.0,19200305.0,17198273.666666668,11.34,11.51,11.79,11.03,11.02,22.6789,36.7658,54.0893,9.2,9.21,4.44,5.03,7.88,10.31,11.26,11.26,22.0,9.933214,9.933214,11.002097,85.0,9.73425,9.73425,11.562569,176.0,9.447988,9.447988,11.950856,344.0,8.96178,8.96178,12.123811,1464.0,85.29031,87.948643,5.5,3739.0,87.888086,89.617253,7.5,7197.0,86.261228,88.048034,7.75,11110.0,87.578741,91.445408,8.0,10109.0,734.640193,741.779746,128.341,127.529720488,128.341,127.529720488,134.9772522248,143.4851465633,126.0594473204,119.488673736,113.2687360628,119.707770117,125.0452272364,130.8467760399,142.8850237332,140.0663782218,145.1745921033,122.2024719846,122.5038657962,121.4980300826,11.06,11.06,11.06,11.274,11.4225,11.0,0.27,1.51,6.85,0.52,1.86,8.09,-0.5,0.47,3.27
2023-04,11.3,11.52,11.6335,35565689.0,19382.0,5705203.0,13380453.0,4651042.0,1908778.0,170958.0,0.0,1352233.0,10333.0,652801.0,517282.0,846541.0,49170.0,2735611.0,0.0,529.0,0.0,0.0,0.0,3564991.0,0.0,0.0,0.0,382.0,13089481.0,0.0,4735505.0,1303061.0,3859040.0,687610.0,1.0,0.0,888543.0,10333.0,155016.0,814788.0,43331.0,550922.0,0.0,40949.0,0.0,0.0,0.0,382.0,22305421.0,19382.0,969698.0,12077392.0,621215.0,1221168.0,170957.0,0.0,463690.0,0.0,497785.0,517282.0,31753.0,5839.0,2184689.0,529.0,0.0,0.0,0.0,3524042.0,170787.0,0.0,170787.0,0.0,0.0,19245407.0,17176336.0,11.53,11.64,11.9,11.28,11.27,22.728949999999998,36.8134,54.008700000000005,9.39,9.4,4.44,5.06,8.11,10.54,11.79,11.79,24.0,9.925694,9.925694,11.229341,87.0,9.730097,9.730097,11.4782,171.0,9.470206,9.470206,11.777524,339.0,9.005488,9.005488,11.727504,1431.0,88.056784,88.438728,5.5,3706.0,90.732636,93.149303,7.5,7164.0,88.189037,90.686259,7.75,11077.0,89.355372,89.910928,8.0,10076.0,748.485011,758.50876,128.229,128.1307763979,128.229,128.1307763979,135.6935381818,144.2841665101,126.6890131616,119.9653165882,113.6706383903,119.707770117,125.6890633875,128.5310899024,141.8193421353,136.0521286996,146.5040140503,118.9891951359,117.6790130404,122.0514583014,11.3,11.32,11.3,11.52,11.6335,11.25,-0.02,1.49,6.25,0.39,2.26,7.67,-1.25,-0.79,2.12
