,"TIIE de Fondeo a Un Día Hábil Bancario, Mediana ponderada por volumen","TIIE a 28 días, Tasa de interés en por ciento anual","Tasas de interés interbancarias Por ciento anual, TIIE a 91 días", Tarjetas vigentes al cierre del trimestre (todas las marcas), (todas las marcas) B, (todas las marcas) C, (todas las marcas) D, (todas las marcas) E, (todas las marcas) F, (todas las marcas) G, (todas las marcas) H, (todas las marcas) I, (todas las marcas) J, (todas las marcas) K, (todas las marcas) L, (todas las marcas) M, (todas las marcas) N, (todas las marcas) O, (todas las marcas) P, (todas las marcas) Q, (todas las marcas) R, (todas las marcas) S, (todas las marcas) T, (todas las marcas) U, (todas las marcas) V, (todas las marcas) W, (todas las marcas) X, (todas las marcas) Y, Tarjetas vigentes al cierre del trimestre (mastercard), (mastercard) B, (mastercard) C, (mastercard) D, (mastercard) E, (mastercard) F, (mastercard) G, (mastercard) H, (mastercard) I, (mastercard) J, (mastercard) K, (mastercard) M, (mastercard) N, (mastercard) O, (mastercard) T, (mastercard) U, (mastercard) V, (mastercard) W, (mastercard) X, (mastercard) Y, Tarjetas vigentes al cierre del trimestre (visa), (visa) B, (visa) C, (visa) D, (visa) E, (visa) F, (visa) G, (visa) H, (visa) I, (visa) J, (visa) K, (visa) L, (visa) M, (visa) N, (visa) O, (visa) Q, (visa) R, (visa) S, (visa) T, (visa) U, Tarjetas vigentes al cierre del trimestre (otras marcas), (otras marcas) C, (otras marcas) E, (otras marcas) Q, (otras marcas) P, Tarjetas utilizadas durante el trimestre, Cuentas con tarjetas,TIIE a 28 días,TIIE a 91 días,TIIE a 182 días,Fondeo promedio ponderado bancario,Fondeo promedio ponderado gubernamental,Todos los clientes con y sin promociones,Clientes no totaleros con y sin promociones,Clientes no totaleros sin promociones,CCP,CCPO,CCP-Udis,CCP-Dólares,CPP,Banca de Desarrollo,Total corto plazo,Certificados bursátiles a corto plazo,Cetes 28 días - Plazo,Cetes 28 días - Precio Limpio,Cetes 28 días - Precio Sucio,Cetes 28 días - Tasa Rendimiento,Cetes 91 días - Plazo,Cetes 91 días - Precio Limpio,Cetes 91 días - Precio Sucio,Cetes 91 días - Tasa Rendimiento,Cetes 182 días - Plazo,Cetes 182 días - Precio Limpio,Cetes 182 días - Precio Sucio,Cetes 182 días - Tasa Rendimiento,Cetes 364 días - Plazo,Cetes 364 días - Precio Limpio,Cetes 364 días - Precio Sucio,Cetes 364 días - Tasa Rendimiento,Bonos 3 a 5 años - Plazo,Bonos 3 a 5 años - Precio Limpio,Bonos 3 a 5 años - Precio Sucio,Bonos 3 a 5 años - Cupón Vigente,Bonos 7 a 10 años - Plazo,Bonos 7 a 10 años - Precio Limpio,Bonos 7 a 10 años - Precio Sucio,Bonos 7 a 10 años - Cupón Vigente,Bonos 10 a 20 años - Plazo,Bonos 10 a 20 años - Precio Limpio,Bonos 10 a 20 años - Precio Sucio,Bonos 10 a 20 años - Cupón Vigente,Bonos 20 a 30 años - Plazo,Bonos 20 a 30 años - Precio Limpio,Bonos 20 a 30 años - Precio Sucio,Bonos 20 a 30 años - Cupón Vigente,Udibonos 30 años - Plazo,Udibonos 30 años - Precio Limpio,Udibonos 30 años - Precio Sucio,"Índice de precios al consumidor, por objeto del gasto, Nacional, Índice general","SSC e INPC, Subyacente","Índice de precios al consumidor, por objeto del gasto, Nacional, Índice general","SSC e INPC, Subyacente","SSC e INPC, Subyacente, Mercancías","SSC e INPC, Subyacente, Mercancías, Alimentos, Bebidas y Tabaco","SSC e INPC, Subyacente, Mercancías, Mercancías no Alimenticias","SSC e INPC, Subyacente, Servicios","SSC e INPC, Subyacente, Servicios, Vivienda","SSC e INPC, Subyacente, Servicios, Educación (colegiaturas)","SSC e INPC, Subyacente, Servicios, Otros Servicios","SSC e INPC, No Subyacente","SSC e INPC, No Subyacente, Agropecuarios","SSC e INPC, No Subyacente, Agropecuarios, Frutas y Verduras","SSC e INPC, No Subyacente, Agropecuarios, Pecuarios","SSC e INPC, No Subyacente, Energéticos y Tarifas Autorizadas por el Gobierno","SSC e INPC, No Subyacente, Energéticos y Tarifas Autorizadas por el Gobierno, Energéticos","SSC e INPC, No Subyacente, Energéticos y Tarifas Autorizadas por el Gobierno, Tarifas Autorizadas por el Gobierno",TIIE de Fondeo a Un Día Hábil Bancario,Tasa de fondeo bancario,Tasa de fondeo gubernamental,TIIE a 28 días,TIIE a 91 días,Tasa objetivo,"INPC, Variación mensual","INPC, Variación acumulada","INPC, variación anual","Inflación, Subyacente, Mensual","Inflación, Subyacente, Acumulada en el año","Inflación, Subyacente, Anual","Inflación, No subyacente, Mensual","Inflación, No subyacente, Acumulada en el año","Inflación, No subyacente, Anual"
2014-08,3.03,3.31,3.3215,28768354.666666668,16296.333333333334,7202184.333333333,11137812.0,2826922.6666666665,1501939.6666666667,41473.666666666664,0.0,418169.6666666667,2369.0,391521.6666666667,45625.333333333336,139683.0,27003.666666666668,1980897.0,779550.0,927.0,0.0,14345.0,0.0,2203968.0,37556.0,110.66666666666667,0.0,0.0,9663218.333333334,5260.666666666667,5082999.333333333,956349.3333333334,2516979.3333333335,247423.33333333334,1124.6666666666667,0.0,0.0,478.3333333333333,348072.3333333333,9690.666666666666,20576.333333333332,436588.0,0.0,9.333333333333334,37556.0,110.66666666666667,0.0,0.0,17606648.666666668,11035.666666666666,1403141.6666666667,10181462.666666666,307049.0,1254516.3333333333,40349.0,0.0,418169.6666666667,1890.6666666666667,43449.333333333336,45625.333333333336,129992.33333333333,6427.333333333333,1544309.0,927.0,0.0,14345.0,0.0,2203958.6666666665,1498487.6666666667,716043.3333333334,2894.333333333333,0.0,779550.0,18275357.333333332,14236983.666666666,3.3,3.31,3.32,3.01,3.05,24.1832,30.455,37.77745,3.05,3.05,4.31,3.73,2.3,3.89,3.39,3.39,27.0,9.97885,9.97885,2.825977,90.0,9.92675,9.92675,2.951621,174.0,9.858383,9.858383,2.972097,356.0,9.711244,9.711244,3.006828,1413.0,100.74228,101.309641,4.75,3779.0,132.75389,133.948334,10.0,7419.0,112.84086,113.766554,7.75,10331.0,111.3605,112.286194,7.75,11787.0,583.411574,585.867419,85.126059,87.410607,85.126059,87.410607,85.370358,84.200023,86.371088,89.19765,91.039708,84.827464,88.66293,78.51561,80.438422,70.520864,86.638972,77.384213,73.556028,85.145019,3.03,3.0,3.03,3.31,3.3215,3.0,0.36,1.73,4.15,0.21,2.37,3.37,0.83,-0.27,6.72
2014-09,3.04,3.286,3.29,28658797.333333332,16362.666666666666,7191882.666666667,10960317.0,2837408.3333333335,1496269.3333333333,42244.333333333336,0.0,423224.3333333333,2402.0,394546.3333333333,46154.666666666664,142064.0,27216.333333333332,1997684.0,772832.0,926.0,0.0,14836.0,0.0,2253343.0,38998.0,86.33333333333334,0.0,0.0,9640570.666666666,5335.333333333333,5050890.666666667,952084.6666666666,2522442.6666666665,245913.66666666666,1101.3333333333333,0.0,0.0,497.6666666666667,349414.6666666667,9768.333333333334,20781.666666666668,443246.0,0.0,9.666666666666666,38998.0,86.33333333333334,0.0,0.0,17483046.333333332,11027.333333333334,1383119.3333333333,10008232.333333334,310490.0,1250355.6666666667,41143.0,0.0,423224.3333333333,1904.3333333333333,45131.666666666664,46154.666666666664,132295.66666666666,6434.666666666667,1554438.0,926.0,0.0,14836.0,0.0,2253333.3333333335,1535180.3333333333,757872.6666666666,4475.666666666666,0.0,772832.0,18165384.666666668,14143833.333333334,3.29,3.3,3.3,3.0,3.02,24.1701,30.5643,37.8532,3.02,3.02,4.32,3.86,2.28,3.83,3.15,3.15,24.0,9.981667,9.981667,2.755001,87.0,9.931367,9.931367,2.859613,171.0,9.861775,9.861775,2.950787,325.0,9.735486,9.735486,3.00961,1382.0,100.87463,101.851019,4.75,3748.0,133.37862,135.434176,10.0,7388.0,114.41188,116.004936,7.75,10300.0,114.69559,116.288646,7.75,11756.0,597.63097,601.870528,85.589579,87.688981,85.589579,87.688981,85.627929,84.39264,86.6842,89.494245,91.190033,86.820964,88.583436,79.515516,82.831182,73.853516,88.444102,77.564555,73.76383,85.26969,3.04,3.01,3.04,3.286,3.29,3.0,0.44,2.18,4.22,0.29,2.67,3.34,0.92,0.65,7.11
2014-10,3.01,3.2793,3.2928,28549240.0,16429.0,7181581.0,10782822.0,2847894.0,1490599.0,43015.0,0.0,428279.0,2435.0,397571.0,46684.0,144445.0,27429.0,2014471.0,766114.0,925.0,0.0,15327.0,0.0,2302718.0,40440.0,62.0,0.0,0.0,9617923.0,5410.0,5018782.0,947820.0,2527906.0,244404.0,1078.0,0.0,0.0,517.0,350757.0,9846.0,20987.0,449904.0,0.0,10.0,40440.0,62.0,0.0,0.0,17359444.0,11019.0,1363097.0,9835002.0,313931.0,1246195.0,41937.0,0.0,428279.0,1918.0,46814.0,46684.0,134599.0,6442.0,1564567.0,925.0,0.0,15327.0,0.0,2302708.0,1571873.0,799702.0,6057.0,0.0,766114.0,18055412.0,14050683.0,3.29,3.3,3.31,3.01,3.04,24.014000000000003,30.59285,37.87755,3.03,3.03,4.32,3.71,2.26,3.84,3.02,3.02,22.0,9.982522,9.982522,2.865044,84.0,9.931867,9.931867,2.940017,169.0,9.859636,9.859636,3.032569,351.0,9.702625,9.702625,3.143479,1352.0,99.68042,101.052642,4.75,3718.0,129.82026,132.709149,10.0,7358.0,111.48419,113.723079,7.75,10270.0,110.34062,112.579509,7.75,11726.0,568.174898,574.160386,86.029058,87.815398,86.029058,87.815398,85.780796,84.630892,86.764056,89.597493,91.356599,86.823183,88.653055,80.858392,82.62525,73.210925,88.511174,79.81876,77.116724,85.296546,3.01,2.99,3.01,3.2793,3.2928,3.0,0.55,2.74,4.3,0.17,2.84,3.32,1.79,2.45,7.51
2014-11,3.05,3.28,3.29,28942954.0,16711.333333333332,7148442.333333333,10947634.333333334,2863679.3333333335,1486039.3333333333,43752.666666666664,0.0,432145.3333333333,2452.3333333333335,395254.6666666667,47396.0,147088.33333333334,27285.666666666668,2038026.3333333333,763078.3333333334,934.6666666666666,0.0,15720.0,0.0,2324073.3333333335,243195.33333333334,44.33333333333333,0.0,0.0,9909322.666666666,5400.333333333333,5007196.666666667,1033144.3333333334,2538541.0,241992.66666666666,1090.3333333333333,0.0,0.0,526.6666666666666,350123.0,9821.666666666666,20871.666666666668,457364.6666666667,0.0,10.0,243195.33333333334,44.33333333333333,0.0,0.0,17464470.333333332,11311.0,1342746.3333333333,9914490.0,317555.0,1244046.6666666667,42662.333333333336,0.0,432145.3333333333,1925.6666666666667,45131.666666666664,47396.0,137266.66666666666,6414.0,1580661.6666666667,934.6666666666666,0.0,15720.0,0.0,2324063.3333333335,1569161.0,798499.3333333334,7583.333333333333,0.0,763078.3333333334,18199451.0,14179762.0,3.29,3.3,3.31,3.02,3.05,23.8579,30.6214,37.9019,3.04,3.03,4.32,3.79,2.25,3.82,3.28,3.28,24.0,9.980067,9.980067,2.995922,87.0,9.929192,9.929192,2.950881,178.0,9.85315,9.85315,3.014264,332.0,9.720567,9.720567,3.117098,1319.0,100.16116,101.968799,4.75,3685.0,131.0618,134.867356,10.0,7325.0,111.59068,114.539986,7.75,10237.0,111.33182,114.281126,7.75,11693.0,570.736862,578.660248,86.744997,87.989806,86.744997,87.989806,85.960435,84.768026,86.98004,89.767319,91.494728,86.823183,88.908053,83.141776,83.878117,75.625657,89.037631,82.708508,81.378084,85.405649,3.05,3.02,3.06,3.28,3.29,3.0,0.81,3.57,4.17,0.16,3.01,3.34,2.83,5.35,6.78
2014-12,3.03,3.2965,3.3071,29336668.0,16993.666666666668,7115303.666666667,11112446.666666666,2879464.6666666665,1481479.6666666667,44490.333333333336,0.0,436011.6666666667,2469.6666666666665,392938.3333333333,48108.0,149731.66666666666,27142.333333333332,2061581.6666666667,760042.6666666666,944.3333333333334,0.0,16113.0,0.0,2345428.6666666665,445950.6666666667,26.666666666666664,0.0,0.0,10200722.333333334,5390.666666666667,4995611.333333333,1118468.6666666667,2549176.0,239581.33333333334,1102.6666666666667,0.0,0.0,536.3333333333334,349489.0,9797.333333333334,20756.333333333332,464825.3333333333,0.0,10.0,445950.6666666667,26.666666666666664,0.0,0.0,17569496.666666668,11603.0,1322395.6666666667,9993978.0,321179.0,1241898.3333333333,43387.666666666664,0.0,436011.6666666667,1933.3333333333333,43449.333333333336,48108.0,139934.33333333334,6386.0,1596756.3333333333,944.3333333333334,0.0,16113.0,0.0,2345418.6666666665,1566449.0,797296.6666666666,9109.666666666666,0.0,760042.6666666666,18343490.0,14308841.0,3.3,3.31,3.36,3.05,3.08,23.63325,30.4036,37.7757,3.03,3.04,4.32,3.61,2.15,3.87,3.46,3.46,23.0,9.980897,9.980897,2.995758,87.0,9.9304,9.9304,2.900185,178.0,9.85315,9.85315,3.014264,346.0,9.703978,9.703978,3.173954,1836.0,100.30974,102.601407,5.0,3657.0,132.27783,136.861163,10.0,7297.0,113.74395,117.296033,7.75,10209.0,113.82512,117.377203,7.75,11665.0,580.930858,590.531552,87.143158,88.172848,87.143158,88.172848,86.050923,84.834909,87.090712,90.031429,91.663695,86.823213,89.35165,84.162812,86.602274,80.865694,90.188837,82.727415,81.359395,85.500777,3.03,3.01,3.03,3.2965,3.3071,3.0,0.49,4.08,4.08,0.23,3.24,3.24,1.28,6.7,6.7
2015-01,3.16,3.3205,3.3245,29730382.0,17276.0,7082165.0,11277259.0,2895250.0,1476920.0,45228.0,0.0,439878.0,2487.0,390622.0,48820.0,152375.0,26999.0,2085137.0,757007.0,954.0,0.0,16506.0,0.0,2366784.0,648706.0,9.0,0.0,0.0,10492122.0,5381.0,4984026.0,1203793.0,2559811.0,237170.0,1115.0,0.0,0.0,546.0,348855.0,9773.0,20641.0,472286.0,0.0,10.0,648706.0,9.0,0.0,0.0,17674523.0,11895.0,1302045.0,10073466.0,324803.0,1239750.0,44113.0,0.0,439878.0,1941.0,41767.0,48820.0,142602.0,6358.0,1612851.0,954.0,0.0,16506.0,0.0,2366774.0,1563737.0,796094.0,10636.0,0.0,757007.0,18487529.0,14437920.0,3.3,3.31,3.35,3.01,3.04,23.4086,30.1858,37.6495,3.01,3.03,4.32,3.42,2.2,3.83,3.3,3.3,27.0,9.979825,9.979825,2.695438,89.0,9.927564,9.927564,2.951374,174.0,9.855967,9.855967,3.023542,342.0,9.7017,9.7017,3.236546,1804.0,99.20861,99.416943,5.0,3625.0,131.5961,132.012767,10.0,7265.0,114.43094,114.753857,7.75,10177.0,115.49576,115.818677,7.75,11633.0,606.013123,606.891973,87.07254,88.133214,87.07254,88.133214,86.288134,85.357529,87.083875,89.749308,91.829833,87.012097,88.463626,84.0036,86.048114,76.43647,92.057403,82.800594,81.219386,86.006146,3.16,3.11,3.15,3.3205,3.3245,3.0,-0.09,-0.09,3.07,-0.03,-0.03,2.34,-0.27,-0.27,5.34
2015-02,3.04,3.295,3.303,29739556.0,17441.0,7046749.333333333,11268777.333333334,2878556.3333333335,1476213.6666666667,46434.666666666664,0.0,444725.6666666667,2514.6666666666665,395332.0,49738.333333333336,154399.66666666666,26958.333333333332,2108910.0,756816.3333333334,946.0,0.0,16873.666666666668,0.0,2391231.0,656930.6666666666,7.333333333333333,0.0,0.0,10494048.333333334,5356.333333333333,4970168.0,1228297.0,2530686.0,236245.66666666666,996.0,0.0,0.0,566.0,353915.6666666667,9715.333333333334,20598.0,480556.6666666667,0.0,9.666666666666666,656930.6666666666,7.333333333333333,0.0,0.0,17672169.666666668,12084.666666666666,1281505.0,10040480.333333334,326425.0,1239968.0,45438.666666666664,0.0,444725.6666666667,1948.6666666666667,41416.333333333336,49738.333333333336,144684.33333333334,6360.333333333333,1628353.3333333333,946.0,0.0,16873.666666666668,0.0,2391221.3333333335,1573338.0,795076.3333333334,21445.333333333336,0.0,756816.3333333334,18445061.666666668,14442382.0,3.3,3.31,3.38,3.03,3.06,23.36495,30.1428,37.54505,3.01,3.01,4.32,3.77,2.24,3.82,3.17,3.17,23.0,9.981817,9.981817,2.851219,86.0,9.931339,9.931339,2.894052,170.0,9.860312,9.860312,3.000005,338.0,9.707376,9.707376,3.210657,1772.0,100.897897,101.550675,5.0,3593.0,135.76445,137.070006,10.0,7233.0,121.374362,122.386168,7.75,10145.0,122.532397,123.544203,7.75,11601.0,622.354855,625.114306,87.238566,88.44198,87.238566,88.44198,86.556625,85.359984,87.579849,90.093351,92.020841,87.475538,88.927645,83.756534,85.760029,74.371538,92.880219,82.577664,80.749627,86.283607,3.04,3.01,3.03,3.295,3.303,3.0,0.19,0.1,3.0,0.34,0.31,2.4,-0.27,-0.53,4.88
2015-03,3.06,3.2987,3.3075,29748730.0,17606.0,7011333.666666667,11260295.666666666,2861862.6666666665,1475507.3333333333,47641.333333333336,0.0,449573.3333333333,2542.3333333333335,400042.0,50656.666666666664,156424.33333333334,26917.666666666668,2132683.0,756625.6666666666,938.0,0.0,17241.333333333332,0.0,2415678.0,665155.3333333334,5.666666666666666,0.0,0.0,10495974.666666666,5331.666666666667,4956310.0,1252801.0,2501561.0,235321.33333333334,877.0,0.0,0.0,586.0,358976.3333333333,9657.666666666666,20555.0,488827.3333333333,0.0,9.333333333333334,665155.3333333334,5.666666666666666,0.0,0.0,17669816.333333332,12274.333333333334,1260965.0,10007494.666666666,328047.0,1240186.0,46764.333333333336,0.0,449573.3333333333,1956.3333333333333,41065.666666666664,50656.666666666664,146766.66666666666,6362.666666666667,1643855.6666666667,938.0,0.0,17241.333333333332,0.0,2415668.6666666665,1582939.0,794058.6666666666,32254.666666666668,0.0,756625.6666666666,18402594.333333332,14446844.0,3.3,3.33,3.44,3.05,3.08,23.3213,30.0998,37.4406,3.0,3.01,4.32,3.59,2.21,3.82,3.34,3.34,24.0,9.980368,9.980368,2.950593,87.0,9.927791,9.927791,3.009691,171.0,9.852518,9.852518,3.151361,339.0,9.690279,9.690279,3.394198,1745.0,99.43726,100.465038,5.0,3566.0,132.007067,134.062623,10.0,7206.0,117.350126,118.943182,7.75,10118.0,118.222684,119.81574,7.75,11574.0,600.42491,604.771489,87.468448,88.616761,87.468448,88.616761,86.654024,85.341642,87.776214,90.33591,92.178592,87.547675,89.310049,84.145022,85.261661,73.720413,92.477357,83.487984,81.94831,86.609334,3.06,3.02,3.06,3.2987,3.3075,3.0,0.41,0.51,3.14,0.26,0.57,2.45,0.85,0.31,5.29
2015-04,3.14,3.299,3.3262,29757904.0,17771.0,6975918.0,11251814.0,2845169.0,1474801.0,48848.0,0.0,454421.0,2570.0,404752.0,51575.0,158449.0,26877.0,2156456.0,756435.0,930.0,0.0,17609.0,0.0,2440125.0,673380.0,4.0,0.0,0.0,10497901.0,5307.0,4942452.0,1277305.0,2472436.0,234397.0,758.0,0.0,0.0,606.0,364037.0,9600.0,20512.0,497098.0,0.0,9.0,673380.0,4.0,0.0,0.0,17667463.0,12464.0,1240425.0,9974509.0,329669.0,1240404.0,48090.0,0.0,454421.0,1964.0,40715.0,51575.0,148849.0,6365.0,1659358.0,930.0,0.0,17609.0,0.0,2440116.0,1592540.0,793041.0,43064.0,0.0,756435.0,18360127.0,14451306.0,3.3,3.31,3.41,3.02,3.04,23.364800000000002,30.136249999999997,37.41565,3.02,3.02,4.32,3.66,2.23,3.84,3.32,3.32,29.0,9.975681,9.975681,3.02627,92.0,9.920162,9.920162,3.149239,183.0,9.831738,9.831738,3.366721,365.0,9.649866,9.649866,3.578678,1715.0,99.150859,100.595303,5.0,3536.0,130.684332,133.573221,10.0,7176.0,116.20597,118.444859,7.75,10088.0,117.046842,119.285731,7.75,11544.0,586.083925,592.2065,87.396328,88.798422,87.396328,88.798422,86.898615,85.460942,88.127941,90.462452,92.369232,87.561303,89.405843,83.338692,86.672471,75.782371,93.481063,81.377073,78.774387,86.653446,3.14,3.08,3.14,3.299,3.3262,3.0,-0.26,0.25,3.06,0.16,0.73,2.31,-1.51,-1.21,5.46
2015-05,3.01,3.3062,3.312,29723683.0,17935.333333333332,6911923.666666667,11243262.0,2901916.0,1475002.6666666667,50031.666666666664,0.0,692257.3333333334,2612.3333333333335,405405.6666666667,52857.0,160749.0,26914.0,2096818.3333333333,760297.3333333334,980.3333333333334,0.0,18134.0,0.0,2457663.0,448920.0,3.3333333333333335,0.0,0.0,10271717.333333334,5277.666666666667,4902323.0,1283576.6666666667,2512681.6666666665,233248.66666666666,753.3333333333334,0.0,0.0,625.3333333333334,364310.3333333333,9673.333333333334,20508.333333333332,489806.6666666667,0.0,9.0,448920.0,3.3333333333333335,0.0,0.0,17850897.0,12657.666666666666,1218803.0,9959685.333333334,339260.6666666667,1241754.0,49278.333333333336,0.0,692257.3333333334,1987.0,41095.333333333336,52857.0,151075.66666666666,6405.666666666667,1607011.6666666667,980.3333333333334,0.0,18134.0,0.0,2457654.0,1601068.6666666667,790797.6666666666,49973.666666666664,0.0,760297.3333333334,18412252.333333332,14506378.666666666,3.3,3.31,3.38,3.0,3.02,23.4083,30.1727,37.3907,3.02,3.02,4.32,3.67,2.24,3.87,3.4,3.4,24.0,9.980078,9.980078,2.994265,87.0,9.926854,9.926854,3.049033,178.0,9.846567,9.846567,3.151494,360.0,9.664877,9.664877,3.467432,1682.0,98.735876,100.638654,5.0,3503.0,129.05246,132.858016,10.0,7143.0,114.413428,117.362734,7.75,10055.0,114.007429,116.956735,7.75,11511.0,568.908387,576.989798,86.948585,88.900237,86.948585,88.900237,86.951992,85.541909,88.157725,90.606693,92.498956,87.590139,89.600761,81.301879,85.434157,74.809101,92.077041,78.870418,74.994584,86.72782,3.01,2.99,3.01,3.3062,3.312,3.0,-0.5,-0.26,2.88,0.12,0.84,2.33,-2.4,-3.58,4.64
2015-06,3.03,3.3,3.31,29689462.0,18099.666666666668,6847929.333333333,11234710.0,2958663.0,1475204.3333333333,51215.333333333336,0.0,930093.6666666667,2654.6666666666665,406059.3333333333,54139.0,163049.0,26951.0,2037180.6666666667,764159.6666666666,1030.6666666666667,0.0,18659.0,0.0,2475201.0,224460.0,2.666666666666667,0.0,0.0,10045533.666666666,5248.333333333333,4862194.0,1289848.3333333333,2552927.3333333335,232100.33333333334,748.6666666666666,0.0,0.0,644.6666666666666,364583.6666666667,9746.666666666666,20504.666666666668,482515.3333333333,0.0,9.0,224460.0,2.666666666666667,0.0,0.0,18034331.0,12851.333333333334,1197181.0,9944861.666666666,348852.3333333333,1243104.0,50466.666666666664,0.0,930093.6666666667,2010.0,41475.666666666664,54139.0,153302.33333333334,6446.333333333333,1554665.3333333333,1030.6666666666667,0.0,18659.0,0.0,2475192.0,1609597.3333333333,788554.3333333334,56883.333333333336,0.0,764159.6666666666,18464377.666666668,14561451.333333334,3.3,3.31,3.39,3.07,3.1,23.5458,30.3945,37.79805,3.03,3.03,4.32,3.82,2.23,3.86,3.54,3.54,24.0,9.979974,9.979974,3.009928,87.0,9.926322,9.926322,3.071374,178.0,9.84566,9.84566,3.170415,360.0,9.662616,9.662616,3.491642,1654.0,98.708945,101.000612,5.0,3475.0,128.555828,133.139161,10.0,7115.0,112.331618,115.883701,7.75,10027.0,112.118838,115.670921,7.75,11483.0,574.85707,584.551753,87.100337,89.085742,87.100337,89.085742,87.170841,85.776,88.363541,90.762992,92.654446,87.663501,89.783604,81.356363,85.262448,75.277386,91.505202,79.057995,75.245244,86.787511,3.03,3.0,3.03,3.3,3.31,3.0,0.17,-0.09,2.87,0.21,1.05,2.33,0.04,-3.55,4.63
2015-07,3.1,3.31,3.32,29655241.0,18264.0,6783935.0,11226158.0,3015410.0,1475406.0,52399.0,0.0,1167930.0,2697.0,406713.0,55421.0,165349.0,26988.0,1977543.0,768022.0,1081.0,0.0,19184.0,0.0,2492739.0,0.0,2.0,0.0,0.0,9819350.0,5219.0,4822065.0,1296120.0,2593173.0,230952.0,744.0,0.0,0.0,664.0,364857.0,9820.0,20501.0,475224.0,0.0,9.0,0.0,2.0,0.0,0.0,18217765.0,13045.0,1175559.0,9930038.0,358444.0,1244454.0,51655.0,0.0,1167930.0,2033.0,41856.0,55421.0,155529.0,6487.0,1502319.0,1081.0,0.0,19184.0,0.0,2492730.0,1618126.0,786311.0,63793.0,0.0,768022.0,18516503.0,14616524.0,3.3,3.32,3.4,3.07,3.1,23.6833,30.6163,38.2054,3.03,3.02,4.33,3.74,2.15,3.96,3.57,3.57,22.0,9.981457,9.981457,3.039946,85.0,9.927327,9.927327,3.100447,176.0,9.842821,9.842821,3.266365,358.0,9.660836,9.660836,3.530324,1624.0,99.002103,99.182659,5.0,3445.0,127.77816,128.139271,10.0,7085.0,110.753028,111.032889,7.75,9997.0,110.218298,110.498159,7.75,11453.0,566.408974,567.171241,87.207014,89.248302,87.207014,89.248302,87.115277,85.82538,88.218241,91.116606,92.789869,87.767208,90.438545,81.299448,85.009692,75.644133,90.865127,79.116315,75.32198,86.808495,3.1,3.06,3.1,3.31,3.32,3.0,0.15,0.06,2.74,0.17,1.23,2.31,0.07,-3.48,4.12
2015-08,3.08,3.314,3.33,29649129.666666668,18436.666666666668,6742596.666666667,11195864.333333334,3035527.3333333335,1477817.3333333333,53641.333333333336,0.0,1206324.0,2750.6666666666665,409753.3333333333,56597.333333333336,165654.33333333334,25302.0,1961098.3333333333,772035.0,1133.0,0.0,20209.333333333332,0.0,2504387.0,0.0,1.6666666666666667,0.0,0.0,9796516.333333334,5201.333333333333,4798584.0,1294337.0,2601942.0,230525.66666666666,710.6666666666666,0.0,0.0,711.6666666666666,367564.0,10008.666666666666,18845.666666666668,468075.0,0.0,9.0,0.0,1.6666666666666667,0.0,0.0,18224267.333333332,13235.333333333334,1157943.3333333333,9901527.333333334,363343.6666666667,1247291.6666666667,52930.666666666664,0.0,1206324.0,2039.0,42189.333333333336,56597.333333333336,155645.66666666666,6456.333333333333,1493023.3333333333,1133.0,0.0,20209.333333333332,0.0,2504378.0,1628346.0,786069.3333333334,70241.66666666667,0.0,772035.0,18663568.666666668,14713948.0,3.32,3.35,3.52,3.03,3.08,23.73925,30.723950000000002,38.2707,3.03,3.03,4.33,3.78,2.13,3.98,3.23,3.23,24.0,9.980002,9.980002,3.005711,87.0,9.922722,9.922722,3.222614,171.0,9.845603,9.845603,3.301436,325.0,9.68523,9.68523,3.6,2138.0,104.774422,105.604978,6.5,3412.0,128.49922,129.776998,10.0,7052.0,113.250011,114.240289,7.75,9964.0,113.817626,114.807904,7.75,11420.0,576.801667,579.503255,87.376044,89.413789,87.376044,89.413789,87.358664,86.002918,88.517935,91.213861,92.92759,88.654748,90.249249,81.478077,85.105004,76.478707,90.498245,79.343969,75.470754,87.196061,3.08,3.05,3.07,3.314,3.33,3.0,0.21,0.27,2.59,0.2,1.43,2.3,0.24,-3.25,3.51
