,Diputados,Diputados,Diputados,Diputados,Diputados,Diputados,Diputados,Diputados,Diputados,Diputados,Diputados,Diputados,Diputados,Diputados,Diputados,Diputados,Diputados,Diputados,Diputados,Diputados,Diputados,Diputados,Diputados,Diputados,Presidencia,Presidencia,Presidencia,Presidencia,Presidencia,Presidencia,Presidencia,Presidencia,Presidencia,Presidencia,Presidencia,Presidencia,Presidencia,Presidencia,Presidencia,Presidencia,Presidencia,Presidencia,Presidencia,Presidencia,Presidencia,Presidencia,Presidencia,Presidencia
,NOMBRE_ESTADO,MUNICIPIO,PAN,PRI,PRD,PVEM,PT,MC,NA,MORENA,ES,PAN_PRD_MC,PAN_PRD,PAN_MC,PRD_MC,PRI_PVEM_NA,PRI_PVEM,PRI_NA,PVEM_NA,PT_MORENA_ES,PT_MORENA,PT_ES,MORENA_ES,TOTAL_VOTOS,NOMBRE_ESTADO,MUNICIPIO,PAN,PRI,PRD,PVEM,PT,MC,NA,MORENA,ES,PAN_PRD_MC,PAN_PRD,PAN_MC,PRD_MC,PRI_PVEM_NA,PRI_PVEM,PRI_NA,PVEM_NA,PT_MORENA_ES,PT_MORENA,PT_ES,MORENA_ES,TOTAL_VOTOS
CLAVE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201130802,OAXACA,SAN BARTOLO SOYALTEPEC,5.0,3.0,11.0,1.0,11.0,1.0,2.0,38.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,OAXACA,SAN BARTOLO SOYALTEPEC,2.0,2.0,6.0,1.0,11.0,0.0,1.0,43.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,75
201140803,OAXACA,SAN BARTOLO YAUTEPEC,34.0,33.0,8.0,21.0,61.0,5.0,9.0,131.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,328.0,OAXACA,SAN BARTOLO YAUTEPEC,34.0,25.0,5.0,4.0,60.0,4.0,3.0,150.0,9.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,4.0,2.0,0.0,318
201150804,OAXACA,SAN BARTOLOME AYAUTLA,37.0,182.0,15.0,10.0,116.0,17.0,190.0,269.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1032.0,OAXACA,SAN BARTOLOME AYAUTLA,50.0,183.0,8.0,4.0,131.0,16.0,167.0,296.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,0.0,2.0,1031
201150805,OAXACA,SAN BARTOLOME AYAUTLA,44.0,128.0,15.0,8.0,48.0,11.0,132.0,203.0,19.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,3.0,3.0,720.0,OAXACA,SAN BARTOLOME AYAUTLA,51.0,120.0,5.0,7.0,54.0,8.0,124.0,229.0,19.0,3.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,5.0,0.0,1.0,2.0,718
201150806,OAXACA,SAN BARTOLOME AYAUTLA,9.0,106.0,7.0,4.0,18.0,7.0,147.0,162.0,5.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,574.0,OAXACA,SAN BARTOLOME AYAUTLA,11.0,101.0,3.0,2.0,26.0,9.0,150.0,177.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,3.0,575
201160807,OAXACA,SAN BARTOLOME LOXICHA,12.0,23.0,14.0,3.0,27.0,4.0,7.0,253.0,20.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,6.0,9.0,0.0,2.0,396.0,OAXACA,SAN BARTOLOME LOXICHA,12.0,19.0,12.0,1.0,23.0,2.0,3.0,267.0,10.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,8.0,6.0,0.0,3.0,394
201160808,OAXACA,SAN BARTOLOME LOXICHA,13.0,33.0,5.0,5.0,12.0,9.0,9.0,295.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,4.0,0.0,0.0,419.0,OAXACA,SAN BARTOLOME LOXICHA,12.0,31.0,5.0,1.0,15.0,13.0,7.0,290.0,5.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,9.0,3.0,4.0,3.0,419
201170809,OAXACA,SAN BARTOLOME QUIALANA,39.0,109.0,24.0,14.0,73.0,16.0,15.0,267.0,8.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,1.0,4.0,6.0,0.0,0.0,617.0,OAXACA,SAN BARTOLOME QUIALANA,36.0,105.0,19.0,14.0,87.0,14.0,11.0,264.0,8.0,0.0,1.0,0.0,0.0,2.0,4.0,0.0,1.0,9.0,7.0,0.0,1.0,617
201180810,OAXACA,SAN BARTOLOME YUCUAÑE,2.0,67.0,7.0,3.0,10.0,3.0,2.0,65.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,172.0,OAXACA,SAN BARTOLOME YUCUAÑE,4.0,55.0,5.0,3.0,8.0,1.0,4.0,79.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,172
201190811,OAXACA,SAN BARTOLOME ZOOGOCHO,3.0,12.0,7.0,5.0,14.0,5.0,0.0,91.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,151.0,OAXACA,SAN BARTOLOME ZOOGOCHO,6.0,9.0,9.0,2.0,18.0,4.0,0.0,78.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,136
201200812,OAXACA,SAN BERNARDO MIXTEPEC,12.0,53.0,51.0,7.0,38.0,8.0,10.0,250.0,55.0,0.0,0.0,1.0,1.0,2.0,3.0,1.0,0.0,10.0,3.0,0.0,5.0,528.0,OAXACA,SAN BERNARDO MIXTEPEC,7.0,49.0,27.0,2.0,36.0,6.0,8.0,306.0,34.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,7.0,6.0,4.0,4.0,2.0,526
201200813,OAXACA,SAN BERNARDO MIXTEPEC,53.0,101.0,93.0,20.0,53.0,12.0,10.0,304.0,10.0,3.0,8.0,1.0,0.0,0.0,1.0,0.0,0.0,6.0,5.0,0.0,1.0,719.0,OAXACA,SAN BERNARDO MIXTEPEC,37.0,81.0,54.0,5.0,66.0,7.0,8.0,369.0,19.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,10.0,6.0,1.0,2.0,711
201210814,OAXACA,SAN BLAS ATEMPA,21.0,331.0,65.0,11.0,29.0,13.0,3.0,794.0,7.0,0.0,1.0,0.0,1.0,0.0,3.0,0.0,0.0,9.0,0.0,0.0,0.0,1324.0,OAXACA,SAN BLAS ATEMPA,22.0,281.0,40.0,4.0,34.0,10.0,3.0,865.0,13.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,14.0,4.0,1.0,1.0,1328
201210815,OAXACA,SAN BLAS ATEMPA,28.0,546.0,188.0,18.0,65.0,20.0,22.0,1474.0,12.0,1.0,0.0,0.0,2.0,2.0,3.0,0.0,0.0,14.0,4.0,0.0,1.0,2470.0,OAXACA,SAN BLAS ATEMPA,39.0,397.0,89.0,4.0,79.0,16.0,7.0,1707.0,21.0,2.0,0.0,0.0,2.0,0.0,6.0,0.0,0.0,24.0,3.0,0.0,5.0,2470
201210816,OAXACA,SAN BLAS ATEMPA,25.0,363.0,150.0,15.0,56.0,18.0,12.0,892.0,10.0,2.0,2.0,0.0,0.0,2.0,2.0,1.0,0.0,5.0,5.0,1.0,2.0,1614.0,OAXACA,SAN BLAS ATEMPA,20.0,291.0,61.0,1.0,78.0,6.0,3.0,1048.0,21.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,12.0,3.0,0.0,2.0,1612
201210817,OAXACA,SAN BLAS ATEMPA,17.0,233.0,102.0,15.0,31.0,11.0,5.0,742.0,7.0,5.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,7.0,2.0,0.0,1.0,1228.0,OAXACA,SAN BLAS ATEMPA,9.0,164.0,45.0,8.0,59.0,3.0,3.0,865.0,11.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,16.0,4.0,1.0,1.0,1228
201210818,OAXACA,SAN BLAS ATEMPA,39.0,764.0,245.0,28.0,36.0,33.0,19.0,1336.0,15.0,3.0,7.0,1.0,0.0,2.0,11.0,0.0,0.0,11.0,0.0,1.0,0.0,2629.0,OAXACA,SAN BLAS ATEMPA,59.0,616.0,156.0,5.0,67.0,18.0,9.0,1537.0,30.0,6.0,3.0,0.0,0.0,2.0,10.0,1.0,0.0,20.0,9.0,0.0,2.0,2627
201210819,OAXACA,SAN BLAS ATEMPA,9.0,709.0,54.0,7.0,10.0,8.0,0.0,1351.0,5.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,1.0,2180.0,OAXACA,SAN BLAS ATEMPA,14.0,478.0,55.0,6.0,14.0,5.0,0.0,1070.0,10.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,6.0,1.0,0.0,3.0,1690
201220820,OAXACA,SAN CARLOS YAUTEPEC,26.0,68.0,12.0,6.0,24.0,7.0,7.0,204.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,1.0,1.0,381.0,OAXACA,SAN CARLOS YAUTEPEC,25.0,62.0,6.0,2.0,38.0,3.0,3.0,207.0,5.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,8.0,3.0,0.0,3.0,379
201220821,OAXACA,SAN CARLOS YAUTEPEC,1.0,2.0,3.0,1.0,88.0,3.0,12.0,340.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,17.0,0.0,0.0,489.0,OAXACA,SAN CARLOS YAUTEPEC,0.0,3.0,4.0,1.0,45.0,3.0,8.0,336.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,25.0,1.0,1.0,445
201220822,OAXACA,SAN CARLOS YAUTEPEC,2.0,7.0,4.0,2.0,39.0,4.0,1.0,63.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,5.0,1.0,1.0,149.0,OAXACA,SAN CARLOS YAUTEPEC,7.0,4.0,2.0,0.0,41.0,1.0,2.0,63.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,2.0,0.0,2.0,149
201220823,OAXACA,SAN CARLOS YAUTEPEC,5.0,4.0,39.0,3.0,108.0,6.0,11.0,142.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,8.0,1.0,2.0,379.0,OAXACA,SAN CARLOS YAUTEPEC,9.0,3.0,35.0,2.0,112.0,5.0,10.0,144.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,6.0,0.0,2.0,380
201220824,OAXACA,SAN CARLOS YAUTEPEC,33.0,139.0,25.0,10.0,140.0,11.0,12.0,235.0,11.0,1.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,28.0,11.0,2.0,0.0,716.0,OAXACA,SAN CARLOS YAUTEPEC,30.0,137.0,25.0,6.0,141.0,8.0,7.0,236.0,15.0,1.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,37.0,13.0,4.0,2.0,719
201220825,OAXACA,SAN CARLOS YAUTEPEC,13.0,19.0,11.0,7.0,41.0,6.0,2.0,128.0,6.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8.0,2.0,0.0,0.0,255.0,OAXACA,SAN CARLOS YAUTEPEC,15.0,19.0,10.0,2.0,35.0,1.0,1.0,132.0,11.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,12.0,2.0,0.0,0.0,255
201220826,OAXACA,SAN CARLOS YAUTEPEC,3.0,4.0,5.0,3.0,65.0,0.0,6.0,312.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,1.0,0.0,410.0,OAXACA,SAN CARLOS YAUTEPEC,4.0,3.0,4.0,2.0,58.0,1.0,4.0,323.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,410
201220827,OAXACA,SAN CARLOS YAUTEPEC,29.0,17.0,10.0,9.0,47.0,5.0,16.0,168.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,10.0,11.0,1.0,1.0,343.0,OAXACA,SAN CARLOS YAUTEPEC,23.0,21.0,13.0,2.0,51.0,1.0,12.0,177.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,2.0,0.0,343
201220828,OAXACA,SAN CARLOS YAUTEPEC,25.0,10.0,16.0,8.0,79.0,9.0,13.0,155.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,3.0,1.0,343.0,OAXACA,SAN CARLOS YAUTEPEC,18.0,12.0,10.0,1.0,85.0,5.0,7.0,164.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,1.0,2.0,343
201220829,OAXACA,SAN CARLOS YAUTEPEC,86.0,18.0,36.0,15.0,75.0,12.0,14.0,507.0,11.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,2.0,2.0,4.0,825.0,OAXACA,SAN CARLOS YAUTEPEC,75.0,12.0,24.0,8.0,125.0,10.0,10.0,511.0,14.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,3.0,1.0,2.0,865
201230831,OAXACA,SAN CRISTOBAL AMATLAN,47.0,57.0,13.0,12.0,66.0,20.0,25.0,613.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,4.0,1.0,3.0,947.0,OAXACA,SAN CRISTOBAL AMATLAN,39.0,19.0,16.0,4.0,76.0,18.0,21.0,665.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,4.0,1.0,2.0,947
201230832,OAXACA,SAN CRISTOBAL AMATLAN,44.0,38.0,20.0,3.0,57.0,17.0,15.0,567.0,29.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,8.0,2.0,3.0,866.0,OAXACA,SAN CRISTOBAL AMATLAN,32.0,21.0,19.0,2.0,55.0,11.0,16.0,593.0,19.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,11.0,3.0,9.0,866
201230833,OAXACA,SAN CRISTOBAL AMATLAN,20.0,26.0,6.0,1.0,11.0,5.0,5.0,42.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,OAXACA,SAN CRISTOBAL AMATLAN,23.0,22.0,4.0,3.0,10.0,2.0,6.0,46.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120
201230834,OAXACA,SAN CRISTOBAL AMATLAN,21.0,23.0,8.0,8.0,16.0,10.0,4.0,3.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,113.0,OAXACA,SAN CRISTOBAL AMATLAN,19.0,20.0,7.0,3.0,20.0,5.0,1.0,20.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,113
201240835,OAXACA,SAN CRISTOBAL AMOLTEPEC,5.0,13.0,137.0,3.0,19.0,16.0,7.0,181.0,5.0,5.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,7.0,2.0,0.0,1.0,432.0,OAXACA,SAN CRISTOBAL AMOLTEPEC,8.0,13.0,18.0,3.0,48.0,9.0,5.0,276.0,9.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,21.0,6.0,0.0,4.0,452
201250836,OAXACA,SAN CRISTOBAL LACHIRIOAG,29.0,47.0,18.0,10.0,19.0,14.0,10.0,489.0,8.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6.0,4.0,0.0,2.0,690.0,OAXACA,SAN CRISTOBAL LACHIRIOAG,18.0,47.0,14.0,10.0,26.0,11.0,9.0,483.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,13.0,1.0,3.0,2.0,690
201260837,OAXACA,SAN CRISTOBAL SUCHIXTLAHUACA,6.0,28.0,6.0,3.0,17.0,1.0,4.0,95.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,1.0,0.0,2.0,174.0,OAXACA,SAN CRISTOBAL SUCHIXTLAHUACA,4.0,19.0,7.0,0.0,21.0,2.0,3.0,92.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,7.0,0.0,1.0,174
201270838,OAXACA,SAN DIONISIO DEL MAR,9.0,421.0,42.0,2.0,6.0,4.0,2.0,404.0,7.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,6.0,2.0,0.0,2.0,947.0,OAXACA,SAN DIONISIO DEL MAR,10.0,387.0,40.0,0.0,10.0,3.0,1.0,420.0,5.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,7.0,1.0,1.0,2.0,906
201270839,OAXACA,SAN DIONISIO DEL MAR,5.0,297.0,25.0,2.0,12.0,2.0,5.0,232.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,612.0,OAXACA,SAN DIONISIO DEL MAR,4.0,290.0,23.0,0.0,22.0,3.0,2.0,258.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,2.0,613
201270840,OAXACA,SAN DIONISIO DEL MAR,10.0,417.0,37.0,5.0,8.0,7.0,12.0,345.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,863.0,OAXACA,SAN DIONISIO DEL MAR,9.0,409.0,38.0,0.0,13.0,6.0,7.0,351.0,6.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,3.0,1.0,0.0,1.0,863
201280841,OAXACA,SAN DIONISIO OCOTEPEC,82.0,80.0,48.0,40.0,183.0,31.0,30.0,461.0,35.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,21.0,7.0,1.0,4.0,1079.0,OAXACA,SAN DIONISIO OCOTEPEC,79.0,70.0,37.0,17.0,201.0,13.0,26.0,450.0,31.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,39.0,14.0,2.0,6.0,1079
201280842,OAXACA,SAN DIONISIO OCOTEPEC,114.0,77.0,82.0,39.0,314.0,32.0,22.0,700.0,36.0,2.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,20.0,25.0,1.0,3.0,1582.0,OAXACA,SAN DIONISIO OCOTEPEC,113.0,75.0,65.0,29.0,343.0,28.0,16.0,690.0,40.0,3.0,2.0,0.0,0.0,1.0,2.0,0.0,0.0,27.0,34.0,6.0,8.0,1582
201280843,OAXACA,SAN DIONISIO OCOTEPEC,72.0,396.0,13.0,59.0,59.0,11.0,10.0,213.0,9.0,2.0,3.0,0.0,0.0,6.0,8.0,2.0,1.0,6.0,4.0,0.0,0.0,935.0,OAXACA,SAN DIONISIO OCOTEPEC,79.0,387.0,8.0,31.0,72.0,8.0,7.0,207.0,12.0,2.0,5.0,1.0,0.0,9.0,9.0,2.0,0.0,13.0,1.0,0.0,3.0,930
201280844,OAXACA,SAN DIONISIO OCOTEPEC,19.0,34.0,3.0,13.0,26.0,10.0,2.0,134.0,8.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,5.0,0.0,1.0,2.0,269.0,OAXACA,SAN DIONISIO OCOTEPEC,23.0,30.0,3.0,6.0,24.0,6.0,4.0,144.0,5.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,5.0,1.0,0.0,1.0,267
201280845,OAXACA,SAN DIONISIO OCOTEPEC,53.0,258.0,15.0,28.0,41.0,7.0,9.0,188.0,7.0,2.0,1.0,0.0,0.0,2.0,4.0,0.0,0.0,7.0,0.0,0.0,0.0,663.0,OAXACA,SAN DIONISIO OCOTEPEC,56.0,259.0,11.0,14.0,39.0,7.0,4.0,190.0,8.0,2.0,0.0,0.0,0.0,2.0,5.0,0.0,0.0,8.0,1.0,0.0,1.0,661
201290846,OAXACA,SAN DIONISIO OCOTLAN,43.0,87.0,37.0,19.0,34.0,7.0,7.0,290.0,8.0,1.0,0.0,0.0,1.0,1.0,3.0,0.0,0.0,6.0,2.0,0.0,1.0,571.0,OAXACA,SAN DIONISIO OCOTLAN,49.0,58.0,27.0,3.0,36.0,5.0,6.0,307.0,14.0,2.0,0.0,1.0,1.0,0.0,3.0,1.0,0.0,10.0,2.0,0.0,5.0,571
201300847,OAXACA,SAN ESTEBAN ATATLAHUCA,5.0,16.0,236.0,4.0,32.0,4.0,2.0,272.0,10.0,2.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0,14.0,3.0,0.0,4.0,646.0,OAXACA,SAN ESTEBAN ATATLAHUCA,4.0,20.0,29.0,4.0,45.0,6.0,1.0,459.0,7.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,26.0,6.0,1.0,5.0,646
201300848,OAXACA,SAN ESTEBAN ATATLAHUCA,9.0,15.0,227.0,12.0,15.0,1.0,4.0,1.0,2.0,4.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,327.0,OAXACA,SAN ESTEBAN ATATLAHUCA,21.0,26.0,48.0,4.0,36.0,7.0,2.0,194.0,9.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,5.0,2.0,2.0,395
201300849,OAXACA,SAN ESTEBAN ATATLAHUCA,14.0,32.0,234.0,22.0,35.0,16.0,10.0,180.0,7.0,3.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,5.0,2.0,0.0,1.0,610.0,OAXACA,SAN ESTEBAN ATATLAHUCA,5.0,25.0,28.0,3.0,58.0,9.0,4.0,383.0,12.0,1.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,15.0,6.0,1.0,3.0,609
201300850,OAXACA,SAN ESTEBAN ATATLAHUCA,1.0,8.0,78.0,3.0,24.0,8.0,5.0,236.0,7.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,8.0,4.0,0.0,1.0,411.0,OAXACA,SAN ESTEBAN ATATLAHUCA,0.0,4.0,22.0,1.0,22.0,1.0,2.0,311.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,4.0,2.0,2.0,412
201310851,OAXACA,SAN FELIPE JALAPA DE DIAZ,15.0,336.0,182.0,22.0,12.0,11.0,11.0,682.0,9.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,3.0,2.0,0.0,0.0,1314.0,OAXACA,SAN FELIPE JALAPA DE DIAZ,23.0,323.0,168.0,13.0,19.0,9.0,11.0,499.0,11.0,2.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,4.0,2.0,0.0,2.0,1114
201310852,OAXACA,SAN FELIPE JALAPA DE DIAZ,26.0,245.0,127.0,31.0,10.0,8.0,9.0,559.0,9.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,9.0,0.0,0.0,2.0,1079.0,OAXACA,SAN FELIPE JALAPA DE DIAZ,39.0,224.0,98.0,18.0,12.0,7.0,9.0,606.0,15.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,11.0,1.0,0.0,0.0,1077
201310853,OAXACA,SAN FELIPE JALAPA DE DIAZ,30.0,306.0,201.0,12.0,19.0,13.0,16.0,969.0,6.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,6.0,3.0,0.0,3.0,1638.0,OAXACA,SAN FELIPE JALAPA DE DIAZ,45.0,303.0,161.0,6.0,26.0,11.0,14.0,995.0,10.0,0.0,3.0,0.0,0.0,0.0,4.0,0.0,0.0,10.0,2.0,1.0,3.0,1627
201310854,OAXACA,SAN FELIPE JALAPA DE DIAZ,32.0,451.0,276.0,33.0,22.0,10.0,7.0,1035.0,9.0,0.0,2.0,0.0,1.0,1.0,2.0,1.0,0.0,11.0,1.0,1.0,5.0,1962.0,OAXACA,SAN FELIPE JALAPA DE DIAZ,49.0,411.0,228.0,18.0,33.0,7.0,3.0,1113.0,13.0,2.0,2.0,0.0,0.0,0.0,4.0,1.0,0.0,25.0,6.0,1.0,6.0,1962
201310855,OAXACA,SAN FELIPE JALAPA DE DIAZ,14.0,327.0,148.0,5.0,4.0,3.0,10.0,289.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,2.0,823.0,OAXACA,SAN FELIPE JALAPA DE DIAZ,17.0,314.0,141.0,4.0,7.0,4.0,9.0,303.0,5.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,824
201310856,OAXACA,SAN FELIPE JALAPA DE DIAZ,10.0,705.0,252.0,17.0,13.0,11.0,13.0,1174.0,8.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,7.0,1.0,1.0,3.0,2259.0,OAXACA,SAN FELIPE JALAPA DE DIAZ,49.0,696.0,227.0,13.0,17.0,9.0,12.0,1176.0,11.0,1.0,2.0,0.0,1.0,2.0,1.0,0.0,0.0,14.0,2.0,0.0,1.0,2265
201310857,OAXACA,SAN FELIPE JALAPA DE DIAZ,26.0,526.0,358.0,17.0,20.0,13.0,16.0,961.0,16.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,4.0,0.0,2.0,2021.0,OAXACA,SAN FELIPE JALAPA DE DIAZ,54.0,506.0,291.0,7.0,20.0,2.0,6.0,1030.0,12.0,2.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,12.0,0.0,0.0,5.0,2010
201310858,OAXACA,SAN FELIPE JALAPA DE DIAZ,9.0,495.0,255.0,17.0,17.0,6.0,7.0,781.0,13.0,2.0,1.0,0.0,1.0,2.0,2.0,1.0,0.0,3.0,1.0,0.0,2.0,1665.0,OAXACA,SAN FELIPE JALAPA DE DIAZ,30.0,481.0,209.0,12.0,24.0,6.0,6.0,827.0,6.0,1.0,0.0,0.0,2.0,3.0,1.0,1.0,0.0,4.0,2.0,0.0,5.0,1661
201310859,OAXACA,SAN FELIPE JALAPA DE DIAZ,5.0,245.0,113.0,48.0,5.0,6.0,8.0,375.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,3.0,835.0,OAXACA,SAN FELIPE JALAPA DE DIAZ,10.0,235.0,107.0,42.0,10.0,9.0,7.0,386.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,8.0,0.0,0.0,3.0,835
201310860,OAXACA,SAN FELIPE JALAPA DE DIAZ,8.0,74.0,159.0,8.0,6.0,5.0,4.0,284.0,8.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,568.0,OAXACA,SAN FELIPE JALAPA DE DIAZ,23.0,64.0,155.0,4.0,6.0,4.0,2.0,287.0,5.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,569
