h0303,h0305,h0306,h0307,h0308,h0312,h0317a,h0317g,h0318,h0327,h0324,h0317aint,h0317gint,h0317
45,1,1,3,3,1,7,2,1,1,Empleado,15,2.0,17.0
60,1,1,3,3,1,3,3,1,1,Jubilado o pensionado,12,3.0,15.0
51,2,1,2,2,1,2,6,1,1,Quehaceres del hogar,6,6.0,12.0
20,3,1,1,1,1,0, ,2,1,Otra situación,0,,0.0
67,1,1,3,3,1,2,3,1,1,Empleado,6,3.0,9.0
52,1,1,2,3,1,9,6,1,3,Empleado,19,6.0,25.0
51,2,1,2,3,1,2,3,1,3,Quehaceres del hogar,6,3.0,9.0
31,3,1,1,1,1,10,6,1,3,Quehaceres del hogar,18,6.0,24.0
26,3,1,1,1,1,10,2,1,3,Empleado,18,2.0,20.0
20,3,1,1,1,1,4,3,1,3,Empleado,15,3.0,18.0
6,4,1,1,2,1,1,2,2,3,Incapacitado,3,2.0,5.0
52,1,1,2,3,1,9,6,1,3,Empleado,19,6.0,25.0
51,2,1,2,3,1,2,3,1,3,Quehaceres del hogar,6,3.0,9.0
31,3,1,1,1,1,10,6,1,3,Quehaceres del hogar,18,6.0,24.0
26,3,1,1,1,1,10,2,1,3,Empleado,18,2.0,20.0
20,3,1,1,1,1,4,3,1,3,Empleado,15,3.0,18.0
6,4,1,1,2,1,1,2,2,3,Incapacitado,3,2.0,5.0
62,1,1,2,3,1,2,6,1,2,Trabajador por su cuenta,6,6.0,12.0
62,2,1,3,3,1,2,6,1,2,Trabajador por su cuenta,6,6.0,12.0
30,3,1,1,1,1,4,2,1,2,Trabajador por su cuenta,15,2.0,17.0
3,4,1,1,2,1,0, ,1,2,Incapacitado,0,,0.0
62,1,1,2,3,1,2,6,1,2,Trabajador por su cuenta,6,6.0,12.0
62,2,1,3,3,1,2,6,1,2,Trabajador por su cuenta,6,6.0,12.0
30,3,1,1,1,1,4,2,1,2,Trabajador por su cuenta,15,2.0,17.0
3,4,1,1,2,1,0, ,1,2,Incapacitado,0,,0.0
66,1,1,3,3,1,2,6,1,1,Quehaceres del hogar,6,6.0,12.0
59,1,1,3,3,1,2,6,1,2,Empleado,6,6.0,12.0
59,2,1,3,3,1,2,5,1,2,Quehaceres del hogar,6,5.0,11.0
25,3,1,1,1,1,2,6,1,2,Busco Trabajo,6,6.0,12.0
62,1,2,3,3,1,2,5,1,6,Quehaceres del hogar,6,5.0,11.0
46,1,1,2,2,1,2,6,1,3,Empleado,6,6.0,12.0
19,3,1,1,2,1,4,3,1,3,Trabajador por su cuenta,15,3.0,18.0
17,3,1,1,2,1,4,3,1,3,Estudiante,15,3.0,18.0
39,1,2,2,2,1,4,2,1,3,Obrero,15,2.0,17.0
49,2,1,1,3,1,3,3,1,3,Obrero,12,3.0,15.0
72,7,1,3,3,1,2,6,1,3,Quehaceres del hogar,6,6.0,12.0
12,3,1,1,1,1,2,6,1,3,Estudiante,6,6.0,12.0
39,1,2,2,2,1,4,2,1,3,Obrero,15,2.0,17.0
49,2,1,1,3,1,3,3,1,3,Obrero,12,3.0,15.0
72,7,1,3,3,1,2,6,1,3,Quehaceres del hogar,6,6.0,12.0
12,3,1,1,1,1,2,6,1,3,Estudiante,6,6.0,12.0
52,1,1,3,3,1,4,3,1,4,Empleado,15,3.0,18.0
58,2,1,3,3,1,3,3,1,4,Quehaceres del hogar,12,3.0,15.0
31,3,1,1,1,1,10,1,1,4,Empleado,18,1.0,19.0
27,3,1,1,1,1,4,3,1,4,Empleado,15,3.0,18.0
52,1,1,3,3,1,4,3,1,4,Empleado,15,3.0,18.0
58,2,1,3,3,1,3,3,1,4,Quehaceres del hogar,12,3.0,15.0
31,3,1,1,1,1,10,1,1,4,Empleado,18,1.0,19.0
27,3,1,1,1,1,4,3,1,4,Empleado,15,3.0,18.0
51,1,2,2,3,1,10,4,1,2,Empleado,18,4.0,22.0
44,2,1,3,3,1,4,3,1,2,Quehaceres del hogar,15,3.0,18.0
12,3,1,1,1,1,3,2,1,2,Estudiante,12,2.0,14.0
51,1,2,2,3,1,10,4,1,2,Empleado,18,4.0,22.0
44,2,1,3,3,1,4,3,1,2,Quehaceres del hogar,15,3.0,18.0
12,3,1,1,1,1,3,2,1,2,Estudiante,12,2.0,14.0
67,1,1,3,3,1,2,6,1,1,Quehaceres del hogar,6,6.0,12.0
76,1,1,3,3,1,3,3,1,3,Quehaceres del hogar,12,3.0,15.0
46,3,1,1,3,1,3,3,1,3,Empleado,12,3.0,15.0
22,4,1,2,1,1,4,3,1,3,Empleado,15,3.0,18.0
3,8,1,1,2,1,0, ,1,3,Estudiante,0,,0.0
72,1,1,3,3,1,2,4,1,2,Trabajador por su cuenta,6,4.0,10.0
48,3,1,3,1,1,3,3,1,2,Empleado,12,3.0,15.0
53,1,1,3,3,1,3,3,1,2,Busco Trabajo,12,3.0,15.0
50,2,1,3,3,1,3,3,1,2,Quehaceres del hogar,12,3.0,15.0
20,3,1,1,2,1,4,3,1,2,Empleado,15,3.0,18.0
16,3,1,1,2,1,4,1,1,2,Estudiante,15,1.0,16.0
53,1,1,3,3,1,3,3,1,2,Busco Trabajo,12,3.0,15.0
50,2,1,3,3,1,3,3,1,2,Quehaceres del hogar,12,3.0,15.0
20,3,1,1,2,1,4,3,1,2,Empleado,15,3.0,18.0
16,3,1,1,2,1,4,1,1,2,Estudiante,15,1.0,16.0
44,1,1,2,3,1,3,3,1,2,Otra situación,12,3.0,15.0
20,3,1,1,2,1,10,1,1,2,Estudiante,18,1.0,19.0
11,3,1,1,2,1,2,5,1,2,Estudiante,6,5.0,11.0
8,3,1,1,2,1,2,2,2,2,Estudiante,6,2.0,8.0
75,1,1,3,3,1,2,6,1,3,Jubilado o pensionado,6,6.0,12.0
72,2,1,3,3,1,2,6,2,3,Jubilado o pensionado,6,6.0,12.0
33,1,1,2,3,1,3,3,1,2,Quehaceres del hogar,12,3.0,15.0
17,3,1,1,2,1,4,2,1,2,Estudiante,15,2.0,17.0
15,3,1,1,2,1,3,2,1,2,Estudiante,12,2.0,14.0
7,3,1,1,2,1,2,2,1,2,Estudiante,6,2.0,8.0
77,1,2,3,3,1,0, ,1,4,Quehaceres del hogar,0,,0.0
63,2,1,3,3,1,3,3,1,4,Quehaceres del hogar,12,3.0,15.0
38,8,1,1,3,1,10,5,1,4,Empleado,18,5.0,23.0
14,4,1,1,2,1,3,2,1,4,Estudiante,12,2.0,14.0
6,4,1,1,2,1,1,3,2,4,Incapacitado,3,3.0,6.0
77,1,2,3,3,1,0, ,1,4,Quehaceres del hogar,0,,0.0
63,2,1,3,3,1,3,3,1,4,Quehaceres del hogar,12,3.0,15.0
38,8,1,1,3,1,10,5,1,4,Empleado,18,5.0,23.0
14,4,1,1,2,1,3,2,1,4,Estudiante,12,2.0,14.0
6,4,1,1,2,1,1,3,2,4,Incapacitado,3,3.0,6.0
24,1,1,2,2,1,2,6,2,3,Empleado,6,6.0,12.0
29,2,1,2,2,1,3,3,1,3,Empleado,12,3.0,15.0
52,1,1,2,3,1,3,2,1,3,Empleado,12,2.0,14.0
48,8,1,3,2,1,2,6,1,3,Empleado,6,6.0,12.0
39,1,1,2,2,1,4,3,1,3,Quehaceres del hogar,15,3.0,18.0
40,2,1,3,3,1,4,3,1,3,Empleado,15,3.0,18.0
18,3,1,1,2,1,10,1,1,3,Estudiante,18,1.0,19.0
3,3,1,1,1,1,0, ,1,3,Estudiante,0,,0.0
30,1,1,2,2,1,10,4,1,2,Empleado,18,4.0,22.0
56,1,1,3,3,1,3,3,1,4,Quehaceres del hogar,12,3.0,15.0
35,3,1,1,3,1,3,3,1,4,Empleado,12,3.0,15.0
34,3,1,1,3,1,10,3,1,4,Empleado,18,3.0,21.0
26,3,1,1,3,1,4,3,1,4,Empleado,15,3.0,18.0
12,4,1,2,2,1,3,1,1,4,Estudiante,12,1.0,13.0
9,4,1,1,2,1,2,4,1,4,Estudiante,6,4.0,10.0
6,4,1,1,2,1,2,1,1,4,Estudiante,6,1.0,7.0
56,1,1,3,3,1,3,3,1,4,Quehaceres del hogar,12,3.0,15.0
35,3,1,1,3,1,3,3,1,4,Empleado,12,3.0,15.0
34,3,1,1,3,1,10,3,1,4,Empleado,18,3.0,21.0
26,3,1,1,3,1,4,3,1,4,Empleado,15,3.0,18.0
12,4,1,2,2,1,3,1,1,4,Estudiante,12,1.0,13.0
9,4,1,1,2,1,2,4,1,4,Estudiante,6,4.0,10.0
6,4,1,1,2,1,2,1,1,4,Estudiante,6,1.0,7.0
62,1,1,3,3,1,11,3,1,5,Empleado,23,3.0,26.0
75,1,1,3,3,1,10,3,1,3,Jubilado o pensionado,18,3.0,21.0
71,2,1,3,3,1,3,3,1,3,Quehaceres del hogar,12,3.0,15.0
56,8,1,3,3,1,2,6,1,3,Trabajador por su cuenta,6,6.0,12.0
73,8,1,3,3,1,2,3,1,3,Quehaceres del hogar,6,3.0,9.0
38,1,1,2,2,1,3,3,1,2,Empleado,12,3.0,15.0
45,2,1,2,2,1,4,3,1,2,Empleado,15,3.0,18.0
17,3,1,1,2,1,4,1,1,2,Estudiante,15,1.0,16.0
11,3,1,1,2,1,2,5,1,2,Estudiante,6,5.0,11.0
36,1,1,2,2,1,3,3,1,2,Empleado,12,3.0,15.0
52,7,1,2,2,1,10,4,1,3,Quehaceres del hogar,18,4.0,22.0
29,2,1,1,2,1,4,3,1,2,Empleado,15,3.0,18.0
5,3,1,1,1,1,1,2,2,2,Jornalero o peón,3,2.0,5.0
30,1,1,2,2,1,3,3,1,1,Trabajador por su cuenta,12,3.0,15.0
21,2,1,2,2,1,4,3,1,1,Quehaceres del hogar,15,3.0,18.0
2,3,1,1,1,1,0, ,1,1,Quehaceres del hogar,0,,0.0
28,1,1,2,2,1,3,3,1,2,Empleado,12,3.0,15.0
23,2,1,2,2,1,3,3,1,2,Quehaceres del hogar,12,3.0,15.0
4,3,1,2,1,1,1,2,1,2,Estudiante,3,2.0,5.0
0,3,1,1,1,1,0, ,1,2,Estudiante,0,,0.0
51,1,1,2,3,1,7,3,1,1,Empleado,15,3.0,18.0
29,3,1,1,2,1,10,3,1,1,Empleado,18,3.0,21.0
19,3,1,1,2,1,4,3,1,1,Empleado,15,3.0,18.0
39,1,1,1,3,1,3,3,1,2,Empleado,12,3.0,15.0
66,6,1,3,3,1,3,3,1,2,Quehaceres del hogar,12,3.0,15.0
19,3,1,1,2,1,4,3,1,2,Empleado,15,3.0,18.0
13,3,1,1,2,1,3,1,1,2,Estudiante,12,1.0,13.0
10,3,1,1,2,1,2,5,1,2,Estudiante,6,5.0,11.0
9,3,1,1,2,1,2,2,1,2,Estudiante,6,2.0,8.0
40,1,1,2,2,1,10,5,1,1,Empleado,18,5.0,23.0
34,2,1,2,2,1,4,3,1,1,Quehaceres del hogar,15,3.0,18.0
13,3,1,1,1,1,3,1,1,1,Estudiante,12,1.0,13.0
7,3,1,1,1,1,2,1,2,1,Incapacitado,6,1.0,7.0
1,3,1,1,1,1,0, ,1,1,Quehaceres del hogar,0,,0.0
42,1,1,3,3,1,2,6,1,1,Empleado,6,6.0,12.0
10,3,1,1,2,1,2,5,1,1,Estudiante,6,5.0,11.0
5,3,1,1,2,1,2,1,2,1,Jornalero o peón,6,1.0,7.0
38,1,1,2,3,1,4,3,1,2,Trabajador por su cuenta,15,3.0,18.0
40,2,1,2,2,1,3,3,1,2,Trabajador por su cuenta,12,3.0,15.0
15,3,1,1,1,1,3,3,1,2,Estudiante,12,3.0,15.0
9,3,1,1,1,1,2,3,1,2,Estudiante,6,3.0,9.0
31,1,1,2,3,1,4,3,1,4,Empleado,15,3.0,18.0
31,2,1,2,2,1,3,3,1,4,Quehaceres del hogar,12,3.0,15.0
11,3,1,1,1,1,2,6,1,4,Estudiante,6,6.0,12.0
10,3,1,1,1,1,2,4,1,4,Estudiante,6,4.0,10.0
65,1,1,3,3,1,3,3,1,2,Jubilado o pensionado,12,3.0,15.0
19,3,1,3,1,1,3,3,1,2,Quehaceres del hogar,12,3.0,15.0
0,4,1,1,2,1,0, ,1,2,Incapacitado,0,,0.0
62,1,2,3,3,1,2,6,1,2,Quehaceres del hogar,6,6.0,12.0
38,3,1,1,2,1,3,3,1,2,Empleado,12,3.0,15.0
15,4,1,2,2,1,3,3,1,2,Estudiante,12,3.0,15.0
47,1,1,3,3,1,3,3,1,4,Empleado,12,3.0,15.0
48,2,1,2,2,1,4,3,1,4,Empleado,15,3.0,18.0
48,1,1,2,3,1,8,2,1,1,Trabajador por su cuenta,18,2.0,20.0
17,3,1,1,2,1,4,3,1,1,Estudiante,15,3.0,18.0
14,3,1,1,2,1,3,2,1,1,Estudiante,12,2.0,14.0
52,1,2,2,3,1,3,3,1,1,Empleado,12,3.0,15.0
50,2,1,3,3,1,3,3,1,1,Quehaceres del hogar,12,3.0,15.0
52,8,1,3,3,1,2,5,1,1,Incapacitado,6,5.0,11.0
17,3,1,1,1,1,3,3,1,1,Empleado,12,3.0,15.0
11,3,1,1,1,1,2,5,1,1,Estudiante,6,5.0,11.0
59,1,1,2,2,1,3,3,1,4,Empleado,12,3.0,15.0
52,2,1,3,3,1,2,6,1,4,Trabajador por su cuenta,6,6.0,12.0
33,3,1,1,3,1,4,3,1,4,Empleado,15,3.0,18.0
32,3,1,1,3,1,3,3,1,4,Empleado,12,3.0,15.0
0,4,1,1,2,1,0, ,1,4,Estudiante,0,,0.0
59,1,1,2,2,1,3,3,1,4,Empleado,12,3.0,15.0
52,2,1,3,3,1,2,6,1,4,Trabajador por su cuenta,6,6.0,12.0
33,3,1,1,3,1,4,3,1,4,Empleado,15,3.0,18.0
32,3,1,1,3,1,3,3,1,4,Empleado,12,3.0,15.0
0,4,1,1,2,1,0, ,1,4,Estudiante,0,,0.0
27,1,2,2,3,1,4,3,1,1,Trabajador por su cuenta,15,3.0,18.0
8,3,2,1,2,1,2,2,1,1,Estudiante,6,2.0,8.0
5,3,1,1,2,1,1,2,2,1,Estudiante,3,2.0,5.0
46,1,1,3,3,1,4,3,1,3,Quehaceres del hogar,15,3.0,18.0
22,3,1,1,2,1,4,3,1,3,Empleado,15,3.0,18.0
3,4,1,1,2,1,1,1,1,3,Incapacitado,3,1.0,4.0
33,1,1,2,2,1,4,1,1,4,Empleado,15,1.0,16.0
27,2,1,3,2,1,3,3,1,4,Empleado,12,3.0,15.0
11,3,1,1,1,1,2,6,1,4,Estudiante,6,6.0,12.0
6,3,1,1,1,1,1,3,2,4,Incapacitado,3,3.0,6.0
1,3,1,1,1,1,0, ,1,4,Estudiante,0,,0.0
48,1,2,2,2,1,3,3,1,1,Otra situación,12,3.0,15.0
50,2,1,2,2,1,3,3,1,1,Quehaceres del hogar,12,3.0,15.0
18,3,1,1,1,1,4,3,1,1,Busco Trabajo,15,3.0,18.0
33,1,1,2,2,1,10,1,1,2,Trabajador por su cuenta,18,1.0,19.0
24,2,1,2,2,1,4,3,1,2,Trabajador sin pago,15,3.0,18.0
6,3,1,1,1,1,1,2,2,2,Jornalero o peón,3,2.0,5.0
32,1,2,2,3,1,2,6,1,4,Empleado,6,6.0,12.0
34,2,1,2,2,1,4,3,1,4,Empleado,15,3.0,18.0
15,3,1,1,2,1,3,1,1,4,Estudiante,12,1.0,13.0
14,3,1,1,2,1,3,1,1,4,Estudiante,12,1.0,13.0
12,3,1,1,2,1,2,6,1,4,Estudiante,6,6.0,12.0
10,3,1,1,2,1,2,5,1,4,Estudiante,6,5.0,11.0
63,1,1,3,2,1,2,6,1,2,Trabajador por su cuenta,6,6.0,12.0
63,2,1,3,3,1,3,3,1,2,Quehaceres del hogar,12,3.0,15.0
46,1,2,3,3,1,3,3,1,1,Empleado,12,3.0,15.0
46,2,2,2,2,1,2,6,1,1,Empleado,6,6.0,12.0
23,3,2,1,2,1,3,3,1,1,Empleado,12,3.0,15.0
13,3,2,1,1,1,3,1,1,1,Estudiante,12,1.0,13.0
9,3,1,1,1,1,2,3,1,1,Quehaceres del hogar,6,3.0,9.0
45,1,2,1,3,1,3,3,1,2,Trabajador por su cuenta,12,3.0,15.0
78,6,2,3,3,1,0, ,2,2,Incapacitado,0,,0.0
27,3,2,2,1,1,0, ,2,2,Incapacitado,0,,0.0
40,1,1,2,2,1,10,4,1,1,Empleado,18,4.0,22.0
35,2,1,2,2,1,10,4,1,1,Trabajador por su cuenta,18,4.0,22.0
16,3,1,1,1,1,4,1,1,1,Estudiante,15,1.0,16.0
14,3,1,1,1,1,3,2,1,1,Estudiante,12,2.0,14.0
42,1,1,2,2,1,3,3,1,3,Quehaceres del hogar,12,3.0,15.0
36,2,1,2,2,1,2,6,1,3,Empleado,6,6.0,12.0
18,3,1,1,1,1,4,2,1,3,Estudiante,15,2.0,17.0
17,3,1,1,1,1,4,2,1,3,Quehaceres del hogar,15,2.0,17.0
14,3,1,1,1,1,3,1,1,3,Estudiante,12,1.0,13.0
11,3,1,1,1,1,2,6,1,3,Estudiante,6,6.0,12.0
51,1,1,3,3,1,3,3,1,2,Empleado,12,3.0,15.0
48,2,1,2,2,1,2,4,1,2,Quehaceres del hogar,6,4.0,10.0
14,3,1,1,1,1,3,1,1,2,Estudiante,12,1.0,13.0
8,3,1,1,1,1,2,1,1,2,Estudiante,6,1.0,7.0
55,1,1,2,3,1,3,3,1,4,Jubilado o pensionado,12,3.0,15.0
48,2,1,2,3,1,2,6,1,4,Trabajador por su cuenta,6,6.0,12.0
50,1,1,2,3,1,3,3,1,1,Quehaceres del hogar,12,3.0,15.0
25,3,1,1,2,1,10,4,1,1,Empleado,18,4.0,22.0
50,1,1,2,3,1,3,3,1,1,Quehaceres del hogar,12,3.0,15.0
25,3,1,1,2,1,10,4,1,1,Empleado,18,4.0,22.0
38,1,1,2,3,1,4,3,1,4,Empleado,15,3.0,18.0
28,2,1,2,2,1,3,3,1,4,Empleado,12,3.0,15.0
11,3,1,1,1,1,2,6,1,4,Estudiante,6,6.0,12.0
2,3,1,1,1,1,0, ,1,4,Estudiante,0,,0.0
31,1,1,2,2,1,3,3,1,1,Quehaceres del hogar,12,3.0,15.0
13,3,1,1,2,1,3,1,1,1,Estudiante,12,1.0,13.0
11,3,1,1,2,1,2,5,1,1,Estudiante,6,5.0,11.0
2,3,1,1,2,1,0, ,1,1,Estudiante,0,,0.0
46,1,1,3,2,1,4,3,1,4,Empleado,15,3.0,18.0
24,3,1,1,2,1,10,6,1,4,Empleado,18,6.0,24.0
46,1,1,3,2,1,4,3,1,4,Empleado,15,3.0,18.0
24,3,1,1,2,1,10,6,1,4,Empleado,18,6.0,24.0
33,1,1,2,2,1,4,3,1,3,Empleado,15,3.0,18.0
36,2,2,2,2,1,4,3,1,3,Quehaceres del hogar,15,3.0,18.0
10,3,1,1,1,1,2,5,1,3,Estudiante,6,5.0,11.0
1,3,1,1,1,1,0, ,1,3,Estudiante,0,,0.0
31,1,1,3,1,1,10,6,1,3,Quehaceres del hogar,18,6.0,24.0
80,6,1,3,3,1,2,6,1,3,Jubilado o pensionado,6,6.0,12.0
0,3,1,1,2,1,0, ,1,3,Estudiante,0,,0.0
31,1,1,3,1,1,10,6,1,3,Quehaceres del hogar,18,6.0,24.0
80,6,1,3,3,1,2,6,1,3,Jubilado o pensionado,6,6.0,12.0
0,3,1,1,2,1,0, ,1,3,Estudiante,0,,0.0
62,1,2,3,3,1,2,3,1,3,Jubilado o pensionado,6,3.0,9.0
59,2,1,3,3,1,2,6,1,1,Quehaceres del hogar,6,6.0,12.0
24,1,1,2,2,1,4,3,1,1,Empleado,15,3.0,18.0
26,2,1,2,2,1,4,3,1,1,Quehaceres del hogar,15,3.0,18.0
3,3,1,1,1,1,1,1,1,1,Quehaceres del hogar,3,1.0,4.0
2,3,1,1,1,1,0, ,1,1,Quehaceres del hogar,0,,0.0
0,3,1,1,1,1,0, ,1,1,Quehaceres del hogar,0,,0.0
23,1,1,2,2,1,4,3,1,2,Empleado,15,3.0,18.0
22,2,1,2,2,1,3,3,1,2,Quehaceres del hogar,12,3.0,15.0
3,3,1,1,1,1,0, ,1,2,Estudiante,0,,0.0
41,1,1,2,2,1,10,4,1,1,Empleado,18,4.0,22.0
25,2,2,2,2,1,3,3,1,1,Quehaceres del hogar,12,3.0,15.0
3,3,1,1,1,1,0, ,1,1,Quehaceres del hogar,0,,0.0
0,3,1,1,1,1,0, ,1,1,Quehaceres del hogar,0,,0.0
47,1,1,2,3,1,4,3,1,2,Empleado,15,3.0,18.0
20,3,1,1,2,1,3,3,1,2,Empleado,12,3.0,15.0
16,3,1,1,3,1,4,1,1,2,Estudiante,15,1.0,16.0
47,1,1,2,3,1,4,3,1,2,Empleado,15,3.0,18.0
20,3,1,1,2,1,3,3,1,2,Empleado,12,3.0,15.0
16,3,1,1,3,1,4,1,1,2,Estudiante,15,1.0,16.0
33,1,2,2,2,1,4,3,1,3,Trabajador por su cuenta,15,3.0,18.0
29,2,1,2,3,1,3,3,1,3,Empleado,12,3.0,15.0
12,3,1,1,2,1,2,6,1,3,Estudiante,6,6.0,12.0
6,3,1,1,1,1,1,3,2,3,Incapacitado,3,3.0,6.0
0,3,1,1,1,1,0, ,1,3,Estudiante,0,,0.0
68,1,2,3,3,1,2,6,1,3,Jubilado o pensionado,6,6.0,12.0
48,3,2,1,2,1,3,3,1,3,Obrero,12,3.0,15.0
22,4,1,2,2,1,3,3,1,3,Empleado,12,3.0,15.0
65,1,2,3,2,1,8,3,1,5,Jubilado o pensionado,18,3.0,21.0
33,2,1,2,3,1,9,4,1,5,Empleado,19,4.0,23.0
4,3,1,1,1,1,1,1,1,5,Estudiante,3,1.0,4.0
4,3,1,1,1,1,1,1,1,5,Estudiante,3,1.0,4.0
65,1,2,3,2,1,8,3,1,5,Jubilado o pensionado,18,3.0,21.0
33,2,1,2,3,1,9,4,1,5,Empleado,19,4.0,23.0
4,3,1,1,1,1,1,1,1,5,Estudiante,3,1.0,4.0
4,3,1,1,1,1,1,1,1,5,Estudiante,3,1.0,4.0
69,1,1,3,3,1,2,6,1,1,Jubilado o pensionado,6,6.0,12.0
67,2,2,3,3,1,2,6,1,1,Quehaceres del hogar,6,6.0,12.0
21,4,1,2,2,1,9,3,1,1,Estudiante,19,3.0,22.0
62,1,1,3,3,1,4,3,1,5,Trabajador por su cuenta,15,3.0,18.0
60,2,1,3,3,1,3,3,1,5,Quehaceres del hogar,12,3.0,15.0
31,3,1,1,1,1,11,2,1,5,Empleado,23,2.0,25.0
62,1,1,3,3,1,4,3,1,5,Trabajador por su cuenta,15,3.0,18.0
60,2,1,3,3,1,3,3,1,5,Quehaceres del hogar,12,3.0,15.0
31,3,1,1,1,1,11,2,1,5,Empleado,23,2.0,25.0
21,1,2,2,2,1,10,2,1,1,Empleado,18,2.0,20.0
60,1,1,3,3,1,2,6,1,4,Empleado,6,6.0,12.0
54,2,2,3,3,1,8,3,1,4,Quehaceres del hogar,18,3.0,21.0
33,3,1,1,1,1,10,5,1,4,Empleado,18,5.0,23.0
23,5,1,2,2,1,4,3,1,4,Quehaceres del hogar,15,3.0,18.0
4,4,1,1,1,1,1,2,1,4,Estudiante,3,2.0,5.0
60,1,1,3,3,1,2,6,1,4,Empleado,6,6.0,12.0
54,2,2,3,3,1,8,3,1,4,Quehaceres del hogar,18,3.0,21.0
33,3,1,1,1,1,10,5,1,4,Empleado,18,5.0,23.0
23,5,1,2,2,1,4,3,1,4,Quehaceres del hogar,15,3.0,18.0
4,4,1,1,1,1,1,2,1,4,Estudiante,3,2.0,5.0
48,1,1,3,2,1,4,3,1,4,Trabajador por su cuenta,15,3.0,18.0
28,3,2,1,3,1,10,4,1,4,Trabajador por su cuenta,18,4.0,22.0
24,3,1,1,3,1,10,4,1,4,Trabajador por su cuenta,18,4.0,22.0
16,3,1,1,3,1,4,2,1,4,Estudiante,15,2.0,17.0
16,3,1,1,3,1,4,2,1,4,Estudiante,15,2.0,17.0
64,1,2,2,3,1,3,1,1,3,Empleado,12,1.0,13.0
42,3,1,1,2,1,8,3,1,3,Empleado,18,3.0,21.0
22,4,1,1,2,1,4,3,1,3,Empleado,15,3.0,18.0
64,1,2,2,3,1,3,1,1,3,Empleado,12,1.0,13.0
42,3,1,1,2,1,8,3,1,3,Empleado,18,3.0,21.0
22,4,1,1,2,1,4,3,1,3,Empleado,15,3.0,18.0
29,1,1,2,3,1,0, ,2,1,Trabajador por su cuenta,0,,0.0
28,2,1,3,2,1,3,3,1,1,Trabajador por su cuenta,12,3.0,15.0
74,1,1,2,2,1,2,1,1,1,Quehaceres del hogar,6,1.0,7.0
50,1,1,2,2,1,2,6,1,1,Empleado,6,6.0,12.0
65,1,2,2,3,1,4,3,1,1,Empleado,15,3.0,18.0
63,1,1,3,3,1,5,2,1,2,Empleado,18,2.0,20.0
60,2,1,2,2,1,4,3,1,2,Quehaceres del hogar,15,3.0,18.0
31,3,1,1,1,1,4,3,1,2,Empleado,15,3.0,18.0
10,4,1,1,2,1,2,3,1,2,Quehaceres del hogar,6,3.0,9.0
9,3,1,1,2,1,1,3,2,2,Estudiante,3,3.0,6.0
48,1,1,2,3,1,3,2,1,1,Trabajador por su cuenta,12,2.0,14.0
54,2,1,2,3,1,3,3,1,1,Quehaceres del hogar,12,3.0,15.0
17,3,1,1,1,1,4,2,1,1,Estudiante,15,2.0,17.0
57,1,1,3,3,1,3,3,1,1,Empleado,12,3.0,15.0
63,1,1,3,3,1,2,6,1,2,Jubilado o pensionado,6,6.0,12.0
59,8,1,3,3,1,2,5,1,2,Quehaceres del hogar,6,5.0,11.0
51,1,1,3,3,1,3,3,1,1,Empleado,12,3.0,15.0
24,3,1,1,2,1,6,3,1,1,Estudiante,12,3.0,15.0
51,1,1,3,3,1,3,3,1,1,Empleado,12,3.0,15.0
24,3,1,1,2,1,6,3,1,1,Estudiante,12,3.0,15.0
46,1,1,2,2,1,4,3,1,1,Trabajador por su cuenta,15,3.0,18.0
31,1,1,2,3,1,4,3,1,2,Trabajador por su cuenta,15,3.0,18.0
15,3,1,1,2,1,3,3,1,2,Estudiante,12,3.0,15.0
9,3,1,1,2,1,2,3,1,2,Estudiante,6,3.0,9.0
7,3,2,1,2,1,2,1,2,2,Quehaceres del hogar,6,1.0,7.0
57,1,1,3,3,1,0, ,2,1,Trabajador por su cuenta,0,,0.0
43,2,1,3,3,1,2,6,1,1,Quehaceres del hogar,6,6.0,12.0
57,1,1,3,3,1,0, ,2,1,Trabajador por su cuenta,0,,0.0
43,2,1,3,3,1,2,6,1,1,Quehaceres del hogar,6,6.0,12.0
67,1,2,3,3,1,2,3,1,2,Jubilado o pensionado,6,3.0,9.0
71,7,1,3,3,1,2,2,1,2,Jubilado o pensionado,6,2.0,8.0
48,2,1,1,3,1,10,5,1,2,Quehaceres del hogar,18,5.0,23.0
18,3,2,1,1,1,10,1,1,2,Estudiante,18,1.0,19.0
46,1,1,2,3,1,2,3,1,1,Jornalero o peón,6,3.0,9.0
71,7,1,3,3,1,2,2,1,1,Otra situación,6,2.0,8.0
21,5,4,2,2,1,2,6,1,1,Jornalero o peón,6,6.0,12.0
37,2,1,2,1,1,3,2,1,1,Jornalero o peón,12,2.0,14.0
19,3,1,1,2,1,2,6,1,1,Quehaceres del hogar,6,6.0,12.0
2,4,1,1,1,1,0, ,1,1,Estudiante,0,,0.0
0,4,1,1,1,1,0, ,1,1,Estudiante,0,,0.0
14,3,1,1,1,1,3,2,1,1,Estudiante,12,2.0,14.0
13,3,1,1,1,1,2,6,1,1,Jornalero o peón,6,6.0,12.0
6,3,1,1,1,1,2,1,2,1,Incapacitado,6,1.0,7.0
46,1,1,2,3,1,2,3,1,1,Jornalero o peón,6,3.0,9.0
71,7,1,3,3,1,2,2,1,1,Otra situación,6,2.0,8.0
21,5,4,2,2,1,2,6,1,1,Jornalero o peón,6,6.0,12.0
